"RGI	Código no Mapa	Empreendimento	Edifício	Zona de Valor	Endereço	Bairro	Distrito	Região	Cidade	UF	CEP	Zoneamento	Setor	Quadra	Data Lançamento	Data Entrega	Data Ocupação	Data Projeto Aprovado	Tipologia	Classificação do tipo	Padrão	Status	Área Terreno	Área Total Construída	Torres	Nº de Elevadores	Registro de Incorporação	Infraestrutura	Grupo Incorporador Apelido	Grupo Incorporador	Incorporadora 1	Incorporadora 2	Incorporadora 3	Incorporadora 4	Construtora 1	Construtora 2	Vendedora 1	Vendedora 2	Vendedora 3	Vendedora 4	Banco	Unidade	Dormitórios	Suítes	Banheiros	Nº Vagas	Área Privativa	Área Total	Nº Total de Unidades	Nº Unidades por Pavimento	Nº de Pavimentos	Valor do Dolar no lançamento	(VMU)Preço de venda da unidade no lançamento	(VUV)Preço m2 privativo no lançamento	(VMU)Preço de venda da unidade atualizado INCC	(VUV)Preço m2 privativo atualizado INCC	(VMU)Preço de venda da unidade atualizado IGPM	(VUV)Preço m2 privativo atualizado IGPM	(VMU)Preço de venda da unidade atualizado CUB	(VUV)Preço m2 privativo atualizado CUB	(VMU)Preço de venda da unidade na data pesquisa	(VUV)Preço m2 privativo na data pesquisa	% Unidades Vendidas	% Unidades a Vender	Unidades Vendidas	Qtd em Estoque	VGV	Modalidade	Banco	Condições de pagamento	Responsabilidade do Comprador	Data Pesquisa";
"33873714	45	GLASS CAMPOLIM	TORRE A. TORRE B	SOROCABA - SP	R GIACOMO LONGOBARDI. 0	JARDIM EMILIA	SEM DISTRITO		SOROCABA	SP	18031-090		0	0	41518	42614	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	1800		2	2		Churrasqueira. Piscina Adulta. Salao de Jogos. Playground.	BRINK	BRINK INCORPORACOES E PARTICIPACOES	BRINK INCORPORACOES E PARTICIPACOES				BRINK INCORPORACOES E PARTICIPACOES		REIS IMOVEIS LTDA					3 DORMS	3	1	2	2	88	150	96	4	12	227.051	500000	5681.82	658461.54	7482.52	658495.33	7482.9	621126.97	7058.26	530000	6022.73	100	0	96	0	48000000	Preço Fechado				41821";
"39443417	46	GLORIA		SOROCABA - SP	R VOLUNTARIO ALTINO. 119	VILA HORTENCIA	SEM DISTRITO		SOROCABA	SP	18020-290	ZC	0	0	41944	42736	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	1526.35		1	3		Salao de Festas.	JJ SILVA	JJ SILVA EMPREENDIMENTOS IMOBILIARIOS	JJ SILVA EMPREENDIMENTOS IMOBILIARIOS				JJ SILVA EMPREENDIMENTOS IMOBILIARIOS		RIBERA NEGOCIOS IMOBILIARIOS LTDA	JORGE JACOB IMOVEIS				1 DORM	1	0	1	1	49.3	73.95	40	8	10	254.836	127800	2592.29	156379.26	3171.99	160520.58	3255.99	148820.92	3018.68	180000	3651.12	65	35	26	14	5112000	Preço Fechado				43347";
"39443417	46	GLORIA		SOROCABA - SP	R VOLUNTARIO ALTINO. 119	VILA HORTENCIA	SEM DISTRITO		SOROCABA	SP	18020-290	ZC	0	0	41944	42736	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-S/ELEVADOR	PRONTO	1526.35		1	3		Salao de Festas.	JJ SILVA	JJ SILVA EMPREENDIMENTOS IMOBILIARIOS	JJ SILVA EMPREENDIMENTOS IMOBILIARIOS				JJ SILVA EMPREENDIMENTOS IMOBILIARIOS		RIBERA NEGOCIOS IMOBILIARIOS LTDA	JORGE JACOB IMOVEIS				2 DORMS	2	0	1	1	68.5	102.75	40	8	10	254.836	191700	2798.54	234568.9	3424.36	240780.87	3515.05	223231.37	3258.85	245000	3576.64	80	20	32	8	7668000	Preço Fechado				43347";
"32296218	47	HELENA MARIA	( LOTEAMENTO FECHADO)	SOROCABA - SP	R PAULO EMANUEL DE ALMEIDA. 585	PARQUE DOS EUCALIPTOS	SEM DISTRITO		SOROCABA	SP	18053-505	ZR 3	0	0	42979	43709	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	EM OBRAS	260000		0	0		Pista de Cooper.	MGT	MGT BOLINA ENGENHARIA LTDA	MGT BOLINA ENGENHARIA LTDA				MGT BOLINA ENGENHARIA LTDA		MGT BOLINA ENGENHARIA LTDA					LOTE	0	0	0	0	200	200	323	0	0	313.419	118440	592.2	122617.02	613.09	127477.59	637.39	121931.67	609.66	126000	630	402.476.780.185.758	597.523.219.814.242	130	193	38256120	Preço Fechado				43346";
"33872718	48	HORTO FLORESTAL VILLAGIO		SOROCABA - SP	AV IPANEMA. 5072	JARDIM NOVO HORIZONTE	SEM DISTRITO		SOROCABA	SP	18071-801	ZR 3	0	0	42979	43709	0	0	Loteamento		NAO INFORMADO	EM OBRAS	475568.08		0	0		Quadra Poli-Esportiva. Salao de Festas. Playground.	JULIO E JULIO	JULIO E JULIO E CIA LTDA	JULIO E JULIO E CIA LTDA				JULIO E JULIO E CIA LTDA		JULIO E JULIO E CIA LTDA					LOTE	0	0	0	0	150.5	150.5	909	0	0	313.419	62320	414.09	64517.84	428.69	67075.34	445.69	64157.22	426.3	82000	544.85	495.049.504.950.495	504.950.495.049.505	450	459	56648880	Preço Fechado				43367";
"32735418	49	HOUSE PREMIUM		SOROCABA - SP	R ELIAS RODRIGUES CLARO. 485	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-390	ZR 2	0	0	43040	43952	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	4900		1	2		Academia. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Playground. Brinquedoteca.	VERÔNICA	VERÔNICA INCORPORAÇÃO E CONSTRUÇÃO	VERÔNICA INCORPORAÇÃO E CONSTRUÇÃO				VERÔNICA INCORPORAÇÃO E CONSTRUÇÃO		EASY HOUSE IMOVEIS					2 DORMS	2	1	2	1	57.11	85.66	54	8	13	325.874	182716	3199.37	188004.14	3291.97	195248.86	3418.82	187669.77	3286.11	188250	3296.27	462.962.962.962.963	537.037.037.037.037	25	29	9866664	Preço Fechado				43348";
"32735418	49	HOUSE PREMIUM		SOROCABA - SP	R ELIAS RODRIGUES CLARO. 485	JARDIM SAO CARLOS	SEM DISTRITO		SOROCABA	SP	18046-390	ZR 2	0	0	43040	43952	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	4900		1	2		Academia. Quadra Poli-Esportiva. Piscina Adulta. Salao de Festas. Salao de Jogos. Playground. Brinquedoteca.	VERÔNICA	VERÔNICA INCORPORAÇÃO E CONSTRUÇÃO	VERÔNICA INCORPORAÇÃO E CONSTRUÇÃO				VERÔNICA INCORPORAÇÃO E CONSTRUÇÃO		EASY HOUSE IMOVEIS					2 DORMS	2	1	2	1	59.57	89.35	54	8	13	325.874	190446	3197.01	195957.86	3289.54	203509.07	3416.3	195609.34	3283.69	196137	3292.55	50	50	27	27	10284084	Preço Fechado				43348";
"37329413	50	ILE NOTRE-DAME	TORRE A. TORRE B	SOROCABA - SP	R RAPHAEL DIAS DA SILVA. 160	PARQUE CAMPOLIM	SEM DISTRITO	INTERIOR	SOROCABA	SP	18048-120	ZR 2	0	0	41365	42675	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	PRONTO	5750		2	3		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					3 DORMS	3	1	2	2	92.78	156.23	120	4	16	201.464	365800	3942.66	504365.27	5436.14	494665.85	5331.6	484087.87	5217.59	566000	6100.45	97.5	2.5	117	3	43896000	Preço Fechado				43348";
"37329413	50	ILE NOTRE-DAME	TORRE A. TORRE B	SOROCABA - SP	R RAPHAEL DIAS DA SILVA. 160	PARQUE CAMPOLIM	SEM DISTRITO	INTERIOR	SOROCABA	SP	18048-120	ZR 2	0	0	41365	42675	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	PRONTO	5750		2	3		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	3	1	2	2	122.22	151.23	4	4	16	201.464	409200	3348.06	564205.22	4616.31	553355.02	4527.53	541522.03	4430.71	568000	4647.36	100	0	4	0	1636800	Preço Fechado				43159";
"37329413	50	ILE NOTRE-DAME	TORRE A. TORRE B	SOROCABA - SP	R RAPHAEL DIAS DA SILVA. 160	PARQUE CAMPOLIM	SEM DISTRITO	INTERIOR	SOROCABA	SP	18048-120	ZR 2	0	0	41365	42675	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	PRONTO	5750		2	3		Quadra de Tennis. Quadra Poli-Esportiva. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	3	1	2	2	127.92	188.23	4	4	16	201.464	417100	3260.63	575097.75	4495.76	564038.07	4409.3	551976.63	4315.01	575000	4495	100	0	4	0	1668400	Preço Fechado				43159";
"3695515	51	ILHA BELA	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5. BLOCO 6. BLOCO 7. BLOCO 8. BLOCO 9	SOROCABA - SP	R PROFESSOR ARMANDO RIZZO. 440	VILA ALMEIDA	SEM DISTRITO		SOROCABA	SP	18075-490		0	0	42125	43009	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	9000		9	0		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Solarium.	MAGNUM	MAGNUM COMERCIAL E CONSTRUTORA LTDA	MAGNUM COMERCIAL E CONSTRUTORA LTDA				MAGNUM COMERCIAL E CONSTRUTORA LTDA		MAGNUM COMERCIAL E CONSTRUTORA LTDA					2 DORMS	2	0	1	1	47	70.5	153	4	4	306.172	151164	3216.26	178912.52	3806.66	182071.15	3873.86	188175.52	4003.74	164840	3507.23	973.856.209.150.327	261.437.908.496.733	149	4	23128092	Preço Fechado				43347";
"3695515	51	ILHA BELA	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5. BLOCO 6. BLOCO 7. BLOCO 8. BLOCO 9	SOROCABA - SP	R PROFESSOR ARMANDO RIZZO. 440	VILA ALMEIDA	SEM DISTRITO		SOROCABA	SP	18075-490		0	0	42125	43009	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	9000		9	0		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Solarium.	MAGNUM	MAGNUM COMERCIAL E CONSTRUTORA LTDA	MAGNUM COMERCIAL E CONSTRUTORA LTDA				MAGNUM COMERCIAL E CONSTRUTORA LTDA		MAGNUM COMERCIAL E CONSTRUTORA LTDA					1 DORM	1	0	1	1	38	57	9	4	4	306.172	128640	3385.26	152253.89	4006.68	154941.87	4077.41	160136.66	4214.12	141619	3726.82	100	0	9	0	1157760	Preço Fechado				43178";
"3629512	52	ILHAS GREGAS	TORRE 1. TORRE 2. TORRE 3. TORRE 4. TORRE 5. TORRE 6. TORRE 7. TORRE 8. TORRE 9. TORRE 10	SOROCABA - SP	R CANANEIA. 0	JARDIM IGUATEMI	SEM DISTRITO	INTERIOR	SOROCABA	SP	18085-560		0	0	41395	41760	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	8800		10	1		Salao de Festas. Playground.	MAGNUM	MAGNUM COMERCIAL E CONSTRUTORA LTDA	MAGNUM COMERCIAL E CONSTRUTORA LTDA				MAGNUM COMERCIAL E CONSTRUTORA LTDA		MAGNUM COMERCIAL E CONSTRUTORA LTDA					2 DORMS	2	0	1	1	47	62	180	4	5	203.484	132000	2808.51	177994.16	3787.11	178493.3	3797.73	167260.03	3558.72	153000	3255.32	100	0	180	0	23760000	Preço Fechado				41877";
"32411318	53	IMAGINE IPANEMA	BL 1. BL 2. BL 3. BL 4. BL 5. BL 6. BL 7. BL 8. BL 9. BL 10	SOROCABA - SP	R SERAPHIM BANIETTI. 900	CAGUASSU	SEM DISTRITO		SOROCABA	SP	18072-856	ZR 3	0	0	43132	44044	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	LANÇAMENTO	12126.75		10	0		Churrasqueira. Piscina Adulta. Salao de Festas. Playground.	BOULDER	BOULDER ENGENHARIA E PARTICIPACOES LTDA	BOULDER ENGENHARIA E PARTICIPACOES LTDA				BOULDER ENGENHARIA E PARTICIPACOES LTDA		BOULDER ENGENHARIA E PARTICIPACOES LTDA					2 DORMS	2	0	1	1	43.71	65.56	132	4	3	324.091	139900	3200.64	143393.54	3280.57	146963.22	3362.23	142337.88	3256.41	133000	3042.78	303.030.303.030.303	696.969.696.969.697	40	92	18466800	Preço Fechado				43360";
"32411318	53	IMAGINE IPANEMA	BL 1. BL 2. BL 3. BL 4. BL 5. BL 6. BL 7. BL 8. BL 9. BL 10	SOROCABA - SP	R SERAPHIM BANIETTI. 900	CAGUASSU	SEM DISTRITO		SOROCABA	SP	18072-856	ZR 3	0	0	43132	44044	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	LANÇAMENTO	12126.75		10	0		Churrasqueira. Piscina Adulta. Salao de Festas. Playground.	BOULDER	BOULDER ENGENHARIA E PARTICIPACOES LTDA	BOULDER ENGENHARIA E PARTICIPACOES LTDA				BOULDER ENGENHARIA E PARTICIPACOES LTDA		BOULDER ENGENHARIA E PARTICIPACOES LTDA					GARDEN	2	0	1	1	58.59	87.88	18	4	3	324.091	151000	2577.23	154770.73	2641.59	158623.63	2707.35	153631.31	2622.14	152000	2594.3	388.888.888.888.889	611.111.111.111.111	7	11	2718000	Preço Fechado				43360";
"32411318	53	IMAGINE IPANEMA	BL 1. BL 2. BL 3. BL 4. BL 5. BL 6. BL 7. BL 8. BL 9. BL 10	SOROCABA - SP	R SERAPHIM BANIETTI. 900	CAGUASSU	SEM DISTRITO		SOROCABA	SP	18072-856	ZR 3	0	0	43132	44044	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	LANÇAMENTO	12126.75		10	0		Churrasqueira. Piscina Adulta. Salao de Festas. Playground.	BOULDER	BOULDER ENGENHARIA E PARTICIPACOES LTDA	BOULDER ENGENHARIA E PARTICIPACOES LTDA				BOULDER ENGENHARIA E PARTICIPACOES LTDA		BOULDER ENGENHARIA E PARTICIPACOES LTDA					GARDEN	2	0	1	1	53.5	80.25	4	4	3	324.091	146000	2728.97	149645.87	2797.12	153371.19	2866.75	148544.18	2776.52	146000	2728.97	100	0	4	0	584000	Preço Fechado				43360";
"32411318	53	IMAGINE IPANEMA	BL 1. BL 2. BL 3. BL 4. BL 5. BL 6. BL 7. BL 8. BL 9. BL 10	SOROCABA - SP	R SERAPHIM BANIETTI. 900	CAGUASSU	SEM DISTRITO		SOROCABA	SP	18072-856	ZR 3	0	0	43132	44044	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	LANÇAMENTO	12126.75		10	0		Churrasqueira. Piscina Adulta. Salao de Festas. Playground.	BOULDER	BOULDER ENGENHARIA E PARTICIPACOES LTDA	BOULDER ENGENHARIA E PARTICIPACOES LTDA				BOULDER ENGENHARIA E PARTICIPACOES LTDA		BOULDER ENGENHARIA E PARTICIPACOES LTDA					GARDEN	2	0	1	1	68.38	102.57	6	4	3	324.091	151000	2208.25	154770.73	2263.39	158623.63	2319.74	153631.31	2246.73	151000	2208.25	100	0	6	0	906000	Preço Fechado				43360";
"330371115	54	IMPERIA RESIDENCE		SOROCABA - SP	R PROFESSORA FRANCISCA DE QUEIROZ. 236	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-325		0	0	41821	42887	0	0	Res. Vertical	MEDIO ALTO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	1170		1	2		Academia. Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil. Playground. Brinquedoteca.	SILVA CAMPOS	CONSTRUTORA SILVA CAMPOS	CONSTRUTORA SILVA CAMPOS				CONSTRUTORA SILVA CAMPOS		CONSTRUTORA SILVA CAMPOS	RIBEIRA IMOVEIS				3 DORMS	3	3	3	3	220	330	18	3	18	222.465	958528	4356.95	1182840.86	5376.55	1218350.74	5537.96	1123153.71	5105.25	1150000	5227.27	777.777.777.777.778	222.222.222.222.222	14	4	17253504	Preço Fechado				43364";
"330371115	54	IMPERIA RESIDENCE		SOROCABA - SP	R PROFESSORA FRANCISCA DE QUEIROZ. 236	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-325		0	0	41821	42887	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	1170		1	2		Academia. Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil. Playground. Brinquedoteca.	SILVA CAMPOS	CONSTRUTORA SILVA CAMPOS	CONSTRUTORA SILVA CAMPOS				CONSTRUTORA SILVA CAMPOS		CONSTRUTORA SILVA CAMPOS	RIBEIRA IMOVEIS				3 DORMS	3	1	1	2	105	157.5	36	3	18	222.465	402773	3835.93	497029.15	4733.61	511950.39	4875.71	471948.64	4494.75	554932	5285.07	100	0	36	0	14499828	Preço Fechado				43364";
"3720515	55	JARDIM AMETISTA	LOTEAMENTO ABERTO	SOROCABA - SP	AV PARANA. 3551	CAJURU DO SUL	SEM DISTRITO		SOROCABA	SP	18105-000		0	0	42156	42887	0	0	Loteamento		PADRAO MEDIO-C/ELEVADOR	PRONTO	52000		0	0			DGL	DGL URBANISMO	DGL URBANISMO				DGL URBANISMO		ANCORA IMOVEIS SOROCABA					LOTE	0	0	0	0	175	175	262	0	0	311.174	89000	508.57	103438.83	591.08	106481.96	608.47	99335.06	567.63	96250	550	904.580.152.671.756	954.198.473.282.443	237	25	23318000	Preço Fechado				43346";
"331431115	56	JARDIM DAS ORQUIDEAS		SOROCABA - SP	R RENATO GATTI. 0	JARDIM JATOBA	SEM DISTRITO		SOROCABA	SP	18103-430		0	0	41944	42064	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	EM OBRAS	100136		0	0			METAL LAND	METAL LAND EMPREENDIMENTOS IMOBILIARIOS LTDA	METAL LAND EMPREENDIMENTOS IMOBILIARIOS LTDA				METAL LAND EMPREENDIMENTOS IMOBILIARIOS LTDA		SOUSA IMOVEIS					LOTE	0	0	0	0	168	168	210	0	0	254.836	72441	431.2	88640.61	527.63	90988.04	541.6	84356.31	502.13	85000	505.95	100	0	210	0	15212610	Preço Fechado				42696";
"3842515	57	JARDIM DAS TULIPAS	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5	SOROCABA - SP	R JOSE ALVES DA SILVA. 40	JARDIM TULIPAS	SEM DISTRITO		SOROCABA	SP	18050-631		0	0	41730	42522	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	7397.6		5	1		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground.	PARTEG	PARTEG ENGENHARIA E CONSTRUCAO LTDA	PARTEG ENGENHARIA E CONSTRUCAO LTDA				PARTEG ENGENHARIA E CONSTRUCAO LTDA		ABS NEGOCIOS IMOBILIARIOS LTDA					2 DORMS	2	0	1	1	49	73.5	120	6	6	223.277	132880	2711.84	169709.58	3463.46	166404.49	3396.01	163702.58	3340.87	150000	3061.22	100	0	120	0	15945600	Preço Fechado				42598";
"3842515	57	JARDIM DAS TULIPAS	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5	SOROCABA - SP	R JOSE ALVES DA SILVA. 40	JARDIM TULIPAS	SEM DISTRITO		SOROCABA	SP	18050-631		0	0	41730	42522	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	7397.6		5	1		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground.	PARTEG	PARTEG ENGENHARIA E CONSTRUCAO LTDA	PARTEG ENGENHARIA E CONSTRUCAO LTDA				PARTEG ENGENHARIA E CONSTRUCAO LTDA		ABS NEGOCIOS IMOBILIARIOS LTDA					GARDEN	2	0	1	1	66	99	18	6	6	223.277	136400	2066.67	174205.2	2639.48	170812.55	2588.07	168039.07	2546.05	155000	2348.48	100	0	18	0	2455200	Preço Fechado				42598";
"3842515	57	JARDIM DAS TULIPAS	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5	SOROCABA - SP	R JOSE ALVES DA SILVA. 40	JARDIM TULIPAS	SEM DISTRITO		SOROCABA	SP	18050-631		0	0	41730	42522	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	7397.6		5	1		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground.	PARTEG	PARTEG ENGENHARIA E CONSTRUCAO LTDA	PARTEG ENGENHARIA E CONSTRUCAO LTDA				PARTEG ENGENHARIA E CONSTRUCAO LTDA		ABS NEGOCIOS IMOBILIARIOS LTDA					GARDEN	2	0	1	1	98	147	9	6	6	223.277	142560	1454.69	182072.53	1857.88	178526.67	1821.7	175627.93	1792.12	162000	1653.06	100	0	9	0	1283040	Preço Fechado				42598";
"3842515	57	JARDIM DAS TULIPAS	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5	SOROCABA - SP	R JOSE ALVES DA SILVA. 40	JARDIM TULIPAS	SEM DISTRITO		SOROCABA	SP	18050-631		0	0	41730	42522	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	7397.6		5	1		Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground.	PARTEG	PARTEG ENGENHARIA E CONSTRUCAO LTDA	PARTEG ENGENHARIA E CONSTRUCAO LTDA				PARTEG ENGENHARIA E CONSTRUCAO LTDA		ABS NEGOCIOS IMOBILIARIOS LTDA					2 DORMS	2	0	1	1	53	79.5	60	6	6	223.277	134640	2540.38	171957.39	3244.48	168608.52	3181.3	165870.83	3129.64	152500	2877.36	100	0	60	0	8078400	Preço Fechado				42496";
"34342216	58	JARDIM DONA TEREZA		SOROCABA - SP	EST DO PASCHOAL. 0	EDEN	SEM DISTRITO		SOROCABA	SP	18103-063	ZR 3	0	0	41699	42705	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	LANÇAMENTO	45000		0	0			STECCA	STECCA ENGENHARIA E CONSTRUCOES LTDA	STECCA ENGENHARIA E CONSTRUCOES LTDA				STECCA ENGENHARIA E CONSTRUCOES LTDA		LEXUS CONSULTORIA IMOBILIARIA S/C LTDA					LOTE	0	0	0	0	150	150	147	0	0	232.609	52800	352	68030.54	453.54	67421.88	449.48	65147.59	434.32	60000	400	100	0	147	0	7761600	Preço Fechado		R$ 5.400 ENTRADA PODENDO SER DIVIDIDA. RESTANTE FINANCIADO EM ATÉ 138 VEZES.		42447";
"33941714	59	JARDIM DOS PASSAROS	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5. BLOCO 6	SOROCABA - SP	R MIGUEL STEFAN. 112	LOPES DE OLIVEIRA	SEM DISTRITO		SOROCABA	SP	18071-297		0	0	41821	42552	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	2600		6	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		DHD IMOVEIS					2 DORMS	2	0	1	1	54	89	48	2	3	222.465	140800	2607.41	173749.74	3217.59	178965.86	3314.19	164982.18	3055.23	140800	2607.41	100	0	48	0	6758400	Preço Fechado				42002";
"39835813	60	JARDIM MONTE CARLO		SOROCABA - SP	R GIACOMO LONGOBARDI. 0	JARDIM EMILIA	SEM DISTRITO	INTERIOR	SOROCABA	SP	18031-090		0	0	41487	41974	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	PRONTO	49525		0	0		Academia. Playground.	SPLICE	SPLICE DESENVOLVIMENTO IMOBILIARIO	SPLICE DESENVOLVIMENTO IMOBILIARIO	ROSSI RESIDENCIAL S/A			SPLICE DESENVOLVIMENTO IMOBILIARIO		SPLICE DESENVOLVIMENTO IMOBILIARIO					LOTE	0	0	0	0	330	330	73	0	0	234.209	383000	1160.61	506573.99	1535.08	511969.61	1551.43	476361.3	1443.52	420000	1272.73	100	0	73	0	27959000	Preço Fechado				42634";
"35431516	61	JARDIM NATHALIA	LOTEAMENTO ABERTO	SOROCABA - SP	R FLOR DO CARVALHO. 0	EDEN	SEM DISTRITO		SOROCABA	SP	18103-125	ZR 3	0	0	42217	43435	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	EM OBRAS	750000		0	0		Academia. Quadra Gramada. Quadra Poli-Esportiva.	NEUMAX	NEUMAX CONSTRUTORA E INCORPORADORA	NEUMAX CONSTRUTORA E INCORPORADORA				NEUMAX CONSTRUTORA E INCORPORADORA		NEUMAX CONSTRUTORA E INCORPORADORA					LOTE	0	0	0	0	150	150	2076	0	0	35.137	96197	641.31	110543.68	736.95	113988.57	759.92	107114.05	714.09	132000	880	821.290.944.123.314	178.709.055.876.686	1705	371	199704972	Preço Fechado				43347";
"316881213	62	JARDIM RESIDENCIAL	(LOTEAMENTO FECHADO)	SOROCABA - SP	IPANEMA. 3400	VILA NOVA SOROCABA	SEM DISTRITO	-	SOROCABA	SP	18070-817		0	0	41974	42705	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	PRONTO	171000		0	0		Quadra Gramada. Churrasqueira. Playground.	JC MORAIS	JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA	JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA				JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA		JC MORAIS ASSESSORIA E EMPREENDIMENTOS IMOBILIARIOS LTDA					LOTE	0	0	0	0	154	154	544	0	0	263.633	61600	400	75315.89	489.06	76893.37	499.31	71710.68	465.65	73500	477.27	100	0	544	0	33510400	Preço Fechado				43186";
"34994316	63	JARDIM SANTA ESMERALDA		SOROCABA - SP	MONSENHOR MAURO VALLINI. 0	JARDIM SANTA ESMERALDA	SEM DISTRITO		SOROCABA	SP	18079121	ZR 3	0	0	41548	42156	0	0	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	2519.86		0	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		SOUZA AFONSO NEGOCIOS IMOBILIARIOS					CASA	2	0	1	1	50	75	16	0	2	218.865	116812	2336.24	153832.42	3076.65	152532.61	3050.65	144864.33	2897.29	153700	3074	100	0	16	0	1868992	Preço Fechado				42513";
