"RGI	Código no Mapa	Empreendimento	Edifício	Zona de Valor	Endereço	Bairro	Distrito	Região	Cidade	UF	CEP	Zoneamento	Setor	Quadra	Data Lançamento	Data Entrega	Data Ocupação	Data Projeto Aprovado	Tipologia	Classificação do tipo	Padrão	Status	Área Terreno	Área Total Construída	Torres	Nº de Elevadores	Registro de Incorporação	Infraestrutura	Grupo Incorporador Apelido	Grupo Incorporador	Incorporadora 1	Incorporadora 2	Incorporadora 3	Incorporadora 4	Construtora 1	Construtora 2	Vendedora 1	Vendedora 2	Vendedora 3	Vendedora 4	Banco	Unidade	Dormitórios	Suítes	Banheiros	Nº Vagas	Área Privativa	Área Total	Nº Total de Unidades	Nº Unidades por Pavimento	Nº de Pavimentos	Valor do Dolar no lançamento	(VMU)Preço de venda da unidade no lançamento	(VUV)Preço m2 privativo no lançamento	(VMU)Preço de venda da unidade atualizado INCC	(VUV)Preço m2 privativo atualizado INCC	(VMU)Preço de venda da unidade atualizado IGPM	(VUV)Preço m2 privativo atualizado IGPM	(VMU)Preço de venda da unidade atualizado CUB	(VUV)Preço m2 privativo atualizado CUB	(VMU)Preço de venda da unidade na data pesquisa	(VUV)Preço m2 privativo na data pesquisa	% Unidades Vendidas	% Unidades a Vender	Unidades Vendidas	Qtd em Estoque	VGV	Modalidade	Banco	Condições de pagamento	Responsabilidade do Comprador	Data Pesquisa";
"39417417	165	TORRE ALPHA MANGAL		SOROCABA - SP	R LUIZ DA SILVA RODRIGUES. 241	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-336	ZC	0	0	42675	42887	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	800		1	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Spa. Brinquedoteca. Espaco Beleza.	MLB	MLB EMPREENDIMENTOS IMOBILIARIOS	MLB EMPREENDIMENTOS IMOBILIARIOS				MLB EMPREENDIMENTOS IMOBILIARIOS		MLB EMPREENDIMENTOS IMOBILIARIOS					3 DORMS	3	1	2	2	85.15	127.72	9	3	10	334.143	399360	4690.08	429535.63	5044.46	423068.34	4968.51	419682.01	4928.74	450000	5284.79	666.666.666.666.667	333.333.333.333.333	6	3	3594240	Preço Fechado				43363";
"39417417	165	TORRE ALPHA MANGAL		SOROCABA - SP	R LUIZ DA SILVA RODRIGUES. 241	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-336	ZC	0	0	42675	42887	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	PRONTO	800		1	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Spa. Brinquedoteca. Espaco Beleza.	MLB	MLB EMPREENDIMENTOS IMOBILIARIOS	MLB EMPREENDIMENTOS IMOBILIARIOS				MLB EMPREENDIMENTOS IMOBILIARIOS		MLB EMPREENDIMENTOS IMOBILIARIOS					GARDEN	3	1	2	3	111.16	166.74	1	3	10	334.143	446400	4015.83	480129.97	4319.27	472900.91	4254.23	469115.71	4220.18	482000	4336.09	100	0	1	0	446400	Preço Fechado				43230";
"39417417	165	TORRE ALPHA MANGAL		SOROCABA - SP	R LUIZ DA SILVA RODRIGUES. 241	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-336	ZC	0	0	42675	42887	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	PRONTO	800		1	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Spa. Brinquedoteca. Espaco Beleza.	MLB	MLB EMPREENDIMENTOS IMOBILIARIOS	MLB EMPREENDIMENTOS IMOBILIARIOS				MLB EMPREENDIMENTOS IMOBILIARIOS		MLB EMPREENDIMENTOS IMOBILIARIOS					GARDEN	3	1	2	2	167.21	250.81	1	3	10	334.143	583680	3490.7	627782.84	3754.46	618330.65	3697.93	613381.4	3668.33	608000	3636.15	100	0	1	0	583680	Preço Fechado				43230";
"39417417	165	TORRE ALPHA MANGAL		SOROCABA - SP	R LUIZ DA SILVA RODRIGUES. 241	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-336	ZC	0	0	42675	42887	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	PRONTO	800		1	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Spa. Brinquedoteca. Espaco Beleza.	MLB	MLB EMPREENDIMENTOS IMOBILIARIOS	MLB EMPREENDIMENTOS IMOBILIARIOS				MLB EMPREENDIMENTOS IMOBILIARIOS		MLB EMPREENDIMENTOS IMOBILIARIOS					GARDEN	3	1	2	2	120.76	181.14	1	3	10	334.143	462720	3831.73	497683.11	4121.26	490189.76	4059.2	486266.17	4026.71	465000	3850.61	100	0	1	0	462720	Preço Fechado				43230";
"39417417	165	TORRE ALPHA MANGAL		SOROCABA - SP	R LUIZ DA SILVA RODRIGUES. 241	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-336	ZC	0	0	42675	42887	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	800		1	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Spa. Brinquedoteca. Espaco Beleza.	MLB	MLB EMPREENDIMENTOS IMOBILIARIOS	MLB EMPREENDIMENTOS IMOBILIARIOS				MLB EMPREENDIMENTOS IMOBILIARIOS		MLB EMPREENDIMENTOS IMOBILIARIOS					3 DORMS	3	1	2	3	88.16	132.24	9	3	10	334.143	407040	4617.06	437795.93	4965.92	431204.27	4891.16	427752.82	4852.01	424000	4809.44	100	0	9	0	3663360	Preço Fechado				43230";
"39417417	165	TORRE ALPHA MANGAL		SOROCABA - SP	R LUIZ DA SILVA RODRIGUES. 241	VILA INDEPENDENCIA	SEM DISTRITO		SOROCABA	SP	18040-336	ZC	0	0	42675	42887	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	800		1	2		Academia. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Piscina Infantil. Playground. Spa. Brinquedoteca. Espaco Beleza.	MLB	MLB EMPREENDIMENTOS IMOBILIARIOS	MLB EMPREENDIMENTOS IMOBILIARIOS				MLB EMPREENDIMENTOS IMOBILIARIOS		MLB EMPREENDIMENTOS IMOBILIARIOS					3 DORMS	3	1	2	2	84.21	126.31	9	3	10	334.143	392640	4662.63	422307.86	5014.94	415949.4	4939.43	412620.05	4899.89	409000	4856.91	100	0	9	0	3533760	Preço Fechado				43230";
"366841114	166	TORRES DE MALAGA	(FASE 1) CORDOBA	SOROCABA - SP	AV TRES DE MARCO. 0	BOA VISTA	SEM DISTRITO		SOROCABA	SP	18087-180		0	0	41760	43132	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	PRONTO	7740		1	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Salao de Jogos. Playground. Fitness.	SOROCYM II	SOROCYM II	SOROCYM II				SOROCYM II		CAMARGO ORTEGA CIA IMOBILIARIA	LOPES CONSULTORIA DE IMOVEIS S/A				2 DORMS	2	0	1	1	54	88	78	6	13	222.088	195000	3611.11	244035.26	4519.17	244522.47	4528.19	236184.28	4373.78	205000	3796.3	91.025.641.025.641	897.435.897.435.898	71	7	15210000	Preço Fechado				43347";
"316931213	167	TORRES TRUJILLO	TORRE A. TORRE B	SOROCABA - SP	R RITINHA TAVARES. 100	VILA ANGELICA	SEM DISTRITO		SOROCABA	SP	18065-425		0	0	41609	41791	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	4115.05		2	2		Quadra Poli-Esportiva. Churrasqueira. Salao de Festas.	SINAL VERDE	SINAL VERDE EMPREEND E PARTIC LTDA	SINAL VERDE EMPREEND E PARTIC LTDA				SIVERCON CONSTRUTORA LTDA		REIS IMOVEIS LTDA					2 DORMS	2	0	1	2	47.5	71.25	128	8	8	234.512	149136	3139.71	195010.31	4105.49	193023.32	4063.65	184670.02	3887.8	185000	3894.74	9.609.375	390.625	123	5	19089408	Preço Fechado				43347";
"37782115	168	TRIX HOME HORTO	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4	SOROCABA - SP	R PROFESSOR ANTONIO FIRMINO PROENCA. 700	CAGUASSU	SEM DISTRITO		SOROCABA	SP	18072-845		0	0	42036	43435	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	36621		4	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Infantil. Playground.	IDEAL BRAZIL REALTY	IDEAL BRAZIL REALTY	IDEAL BRAZIL REALTY				IDEAL BRAZIL REALTY		IDEAL BRAZIL REALTY					3 DORMS	3	1	2	1	58	87	176	4	11	281.645	200000	3448.28	241553.89	4164.73	247090.45	4260.19	231835.79	3997.17	220000	3793.1	852.272.727.272.727	147.727.272.727.273	150	26	35200000	Preço Fechado				43347";
"34553316	169	TULIPAS		SOROCABA - SP	AL DOS GERANIOS. 242	JARDIM SIMUS	SEM DISTRITO		SOROCABA	SP	18055-260	ZR 2	0	0	41974	42461	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	350		1	0			ESC	ESC CONSTRUTORA E INCORPORADORA	ESC CONSTRUTORA E INCORPORADORA				ESC CONSTRUTORA E INCORPORADORA		SOROCABA BRASIL					1 DORM	1	0	1	1	29	43.5	12	4	3	263.633	102500	3534.48	125322.71	4321.47	127947.58	4411.98	119323.78	4114.61	120000	4137.93	100	0	12	0	1230000	Preço Fechado				42681";
"34546316	170	TURIM		SOROCABA - SP	AV ELIAS MALUF. 0	WANEL VILLE	SEM DISTRITO		SOROCABA	SP	18055-215	ZR 3	0	0	42036	42430	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	450		1	0			ESC	ESC CONSTRUTORA E INCORPORADORA	ESC CONSTRUTORA E INCORPORADORA				ESC CONSTRUTORA E INCORPORADORA		ESC CONSTRUTORA E INCORPORADORA					1 DORM	1	0	1	1	32	48	10	5	2	281.645	114400	3575	138168.82	4317.78	141335.74	4416.74	132610.07	4144.06	130000	4062.5	100	0	10	0	1144000	Preço Fechado				42739";
"324001015	171	UP RESIDENCIAL	LOTEAMENTO FECHADO	SOROCABA - SP	ROD JOAO LEME DOS SANTOS. 0	PARQUE RESERVA FAZENDA IMPERIAL	SEM DISTRITO		SOROCABA	SP	18052-780		0	0	42156	43374	0	0	Loteamento		PADRAO MEDIO-S/ELEVADOR	EM OBRAS	235000		0	0		Jardins. Fitness.	EDIM	EDIM COMERCIAL E IMOBILIARIA LTDA	EDIM COMERCIAL E IMOBILIARIA LTDA	MORUMBY ENGENHARIA			EDIM COMERCIAL E IMOBILIARIA LTDA		CASABRANCA MERCADO IMOBILIARIO					LOTE	0	0	0	0	1000	1000	180	0	0	311.174	260000	260	302180.85	302.18	311070.89	311.07	290192.31	290.19	355000	355	416.666.666.666.667	583.333.333.333.333	75	105	46800000	Preço Fechado		20% DE ENTRADA + SALDO EM 12X SEM JUROS OU ATÉ 60X COM TAXA DE JUROS DE 1% A.M. + CORREÇÃO MONETÁRIA IGPM.		43368";
"911211710	172	UP RESIDENCIAL	BLOCO B	SOROCABA - SP	R REINERO CORRADINI. 300	RECREIO MARAJOARA	SEM DISTRITO		SOROCABA	SP	18070-515	ZR 2	0	0	42491	43282	0	43035	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	5914.68		1	2		Quadra Poli-Esportiva. Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Infantil. Playground. Fitness.	JRA	JRA ENGENHARIA	JRA ENGENHARIA				JRA ENGENHARIA		REMAX CIA BRASIL					2 DORMS	2	1	2	1	49.5	74.25	80	8	9	353.869	136800	2763.64	159443.54	3221.09	148326.6	2996.5	150859.26	3047.67	169265	3419.49	62.5	37.5	50	30	10944000	Preço Fechado				43367";
"3852515	172	UP RESIDENCIAL	BLOCO A	SOROCABA - SP	R REINERO CORRADINI. 300	RECREIO MARAJOARA	SEM DISTRITO		SOROCABA	SP	18070-515		0	0	42125	43221	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	5914.68		1	2		Churrasqueira. Salao de Festas. Playground.	JRA	JRA ENGENHARIA	JRA ENGENHARIA				JRA ENGENHARIA		REMAX CIA BRASIL					2 DORMS	2	1	2	1	49.5	74.25	80	8	9	306.172	156900	3169.7	185701.46	3751.55	188979.94	3817.78	195315.94	3945.78	169265	3419.49	93.75	6.25	75	5	12552000	Preço Fechado				43367";
"33869614	173	VALE VERDE IPANEMA	TORRE 1. TORRE 2	SOROCABA - SP	R MARIA PALHARES MIGLIORINI. 371	VILA HELENA	SEM DISTRITO		SOROCABA	SP	18071-150		0	0	41913	43586	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	10800		2	2		Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil.	ECG	ECG CONSTRUCOES E GEOTECNIA LTDA	ECG CONSTRUCOES E GEOTECNIA LTDA				ECG CONSTRUCOES E GEOTECNIA LTDA		PUENTE IMOVEIS					STUDIO	1	0	1	1	30.6	51	104	11	12	244.826	94900	3101.31	116635.88	3811.63	120361.85	3933.4	110533.06	3612.19	110500	3611.11	990.384.615.384.615	0.961538461538453	103	1	9869600	Preço Fechado				43368";
"33869614	173	VALE VERDE IPANEMA	TORRE 1. TORRE 2	SOROCABA - SP	R MARIA PALHARES MIGLIORINI. 371	VILA HELENA	SEM DISTRITO		SOROCABA	SP	18071-150		0	0	41913	43586	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	10800		2	2		Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil.	ECG	ECG CONSTRUCOES E GEOTECNIA LTDA	ECG CONSTRUCOES E GEOTECNIA LTDA				ECG CONSTRUCOES E GEOTECNIA LTDA		PUENTE IMOVEIS					1 DORM	1	0	1	1	40.55	62	78	11	12	244.826	114900	2833.54	141216.67	3482.53	145727.89	3593.78	133827.7	3300.31	133750	3298.4	897.435.897.435.898	102.564.102.564.102	70	8	8962200	Preço Fechado				43368";
"33869614	173	VALE VERDE IPANEMA	TORRE 1. TORRE 2	SOROCABA - SP	R MARIA PALHARES MIGLIORINI. 371	VILA HELENA	SEM DISTRITO		SOROCABA	SP	18071-150		0	0	41913	43586	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	10800		2	2		Churrasqueira. Piscina Adulta. Salao de Festas. Piscina Infantil.	ECG	ECG CONSTRUCOES E GEOTECNIA LTDA	ECG CONSTRUCOES E GEOTECNIA LTDA				ECG CONSTRUCOES E GEOTECNIA LTDA		PUENTE IMOVEIS					2 DORMS	2	0	1	1	50.19	71	104	11	12	244.826	134900	2687.79	165797.47	3303.4	171093.93	3408.93	157122.34	3130.55	160078	3189.44	961.538.461.538.462	384.615.384.615.384	100	4	14029600	Preço Fechado				43368";
"39683315	174	VANCOUVER	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 777	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115		0	0	42309	43647	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	4671.22		3	2		Quadra Poli-Esportiva. Piscina Adulta. Piscina Coberta. Piscina Infantil. Sauna Seca. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					2 DORMS	2	1	2	2	73.26	109.89	132	4	17	37.758	365675	4991.47	416383.32	5683.64	414970.63	5664.36	406399.74	5547.36	440000	6006.01	71.969.696.969.697	28.030.303.030.303	95	37	48269100	Preço Fechado				43368";
"39683315	174	VANCOUVER	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 777	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115		0	0	42309	43647	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	4671.22		3	2		Quadra Poli-Esportiva. Piscina Adulta. Piscina Coberta. Piscina Infantil. Sauna Seca. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					3 DORMS	3	1	2	2	103.27	154.9	68	4	17	37.758	511925	4957.15	582913.87	5644.56	580936.18	5625.41	568937.41	5509.22	630000	6100.51	632.352.941.176.471	367.647.058.823.529	43	25	34810900	Preço Fechado				43368";
"39683315	174	VANCOUVER	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 777	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115		0	0	42309	43647	0	0	Res. Vertical	MEDIO BAIXO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	4671.22		3	2		Quadra Poli-Esportiva. Piscina Adulta. Piscina Coberta. Piscina Infantil. Sauna Seca. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	2	1	1	2	78.1	117	4	4	17	37.758	323036	4136.18	367831.55	4709.75	366583.58	4693.77	359012.09	4596.82	402000	5147.25	100	0	4	0	1292144	Preço Fechado				43228";
"39683315	174	VANCOUVER	TORRE 1. TORRE 2. TORRE 3	SOROCABA - SP	R ANTONIO PEREZ HERNANDEZ. 777	PARQUE CAMPOLIM	SEM DISTRITO		SOROCABA	SP	18048-115		0	0	42309	43647	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	4671.22		3	2		Quadra Poli-Esportiva. Piscina Adulta. Piscina Coberta. Piscina Infantil. Sauna Seca. Playground. Fitness.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					GARDEN	3	2	1	2	119.84	179.76	4	4	17	37.758	453595	3785.01	516495.22	4309.88	514742.88	4295.26	504111.28	4206.54	560000	4672.9	100	0	4	0	1814380	Preço Fechado				43228";
"37336413	175	VERDI		SOROCABA - SP	R IPIRANGA. 280	VILA INDEPENDENCIA	SEM DISTRITO	INTERIOR	SOROCABA	SP	18040-345		0	0	41365	42309	0	0	Res. Vertical	MEDIO	PADRAO MEDIO-C/ELEVADOR	EM OBRAS	523.57		1	2		Academia. Salao de Festas. Salao de Jogos.	PLANETA	CONSTRUTORA PLANETA	CONSTRUTORA PLANETA				CONSTRUTORA PLANETA		CONSTRUTORA PLANETA					3 DORMS	3	1	2	2	100	150	24	2	12	201.464	352935	3529.35	486627	4866.27	477268.7	4772.69	467062.75	4670.63	464000	4640	100	0	24	0	8470440	Preço Fechado				42681";
"366791114	176	VIDA NOVA SOROCABA	(MODULO I)	SOROCABA - SP	EST DO FIORAVANTE. 0	APARECIDINHA	SEM DISTRITO		SOROCABA	SP	18087-185		0	0	41944	42675	0	0	Res. Horizontal	ECONOMICO	PADRAO SIMPLES-S/ELEVADOR	EM OBRAS	150000		0	0			GRUPO PACAEMBU	GRUPO PACAEMBU INCORPORADORA	GRUPO PACAEMBU INCORPORADORA				GRUPO PACAEMBU CONSTRUTORA		GRUPO PACAEMBU LTDA				CAIXA	CASA	2	0	1	1	42.97	66.02	198	0	1	254.836	99990	2326.97	122350.25	2847.34	125590.4	2922.74	116436.65	2709.72	103500	2408.66	100	0	198	0	19798020	Preço Fechado	CAIXA			42257";
"39399713	177	VILA DO ARVOREDO	BLOCO 1. BLOCO 2. BLOCO 3. BLOCO 4. BLOCO 5. BLOCO 6	SOROCABA - SP	R NILVA ZILAH SILVATTI VIANA. 126	CONJUNTO HABITACIONAL JULIO DE MESQUITA FILHO	SEM DISTRITO	INTERIOR	SOROCABA	SP	18053-011		0	0	41395	42491	0	0	Res. Vertical	ECONOMICO	PADRAO SIMPLES-S/ELEVADOR	EM OBRAS	6200		6	0			OCTA	OCTA ENGENHARIA CONSTRUCAO LTDA	OCTA ENGENHARIA CONSTRUCAO LTDA				OCTA ENGENHARIA CONSTRUCAO LTDA		OCTA ENGENHARIA CONSTRUCAO LTDA				CAIXA	2 DORMS	2	0	1	1	46	69.23	96	4	4	203.484	136000	2956.52	183387.93	3986.69	183902.19	3997.87	172328.52	3746.27	138000	3000	100	0	96	0	13056000	Preço Fechado	CAIXA			41485";
"89045173	178	VILA EUROPA - ESPANHA		SOROCABA - SP	R WILSON ROBERTO NILSEN. 2	JARDIM ALPES DE SOROCABA	SEM DISTRITO		SOROCABA	SP	18079-602	ZR 3	0	0	41974	42705	0	42817	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	PRONTO	15800		0	0		Quadra Gramada. Churrasqueira. Salao de Festas. Playground.	GOLDEN CITY	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA				GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA		GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS					CASA	2	0	1	1	52.95	79.42	70	0	1	263.633	121600	2296.51	148675.53	2807.85	151789.51	2866.66	141558.75	2673.45	185000	3493.86	100	0	70	0	8512000	Preço de Custo				43368";
"39042317	179	VILA EUROPA - FRANCA		SOROCABA - SP	R WILSON ROBERTO NILSEN. 2	JARDIM ALPES DE SOROCABA	SEM DISTRITO		SOROCABA	SP	18079-602	ZR 3	0	0	43009	43647	0	0	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	11700		0	0		Quadra Gramada. Churrasqueira. Salao de Festas.	GOLDEN CITY	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA				GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA		GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS					CASA	2	0	1	1	52.95	79.42	3	0	1	319.064	164650	3109.54	169933.33	3209.32	176866.15	3340.25	169179.05	3195.07	185000	3493.86	666.666.666.666.667	333.333.333.333.333	2	1	493950	Preço de Custo				43371";
"39042317	179	VILA EUROPA - FRANCA		SOROCABA - SP	R WILSON ROBERTO NILSEN. 2	JARDIM ALPES DE SOROCABA	SEM DISTRITO		SOROCABA	SP	18079-602	ZR 3	0	0	43009	43647	0	0	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	11700		0	0		Quadra Gramada. Churrasqueira. Salao de Festas.	GOLDEN CITY	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA				GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA		GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS					CASA	2	0	1	1	49.8	74.7	67	0	1	319.064	160200	3216.87	165340.54	3320.09	172085.98	3455.54	164606.65	3305.36	180000	3614.46	477.611.940.298.507	522.388.059.701.493	32	35	10733400	Preço de Custo				43371";
"89046173	180	VILA EUROPA - ITALIA		SOROCABA - SP	R WILSON ROBERTO NILSEN. 2	JARDIM ALPES DE SOROCABA	SEM DISTRITO		SOROCABA	SP	18079-602	ZR 3	0	0	42675	43435	0	42817	Res. Horizontal	ECONOMICO	PADRAO MEDIO-S/ELEVADOR	EM OBRAS	19200		0	0		Quadra Poli-Esportiva. Salao de Festas. Playground.	GOLDEN CITY	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA	GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA				GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS LTDA		GOLDEN CITY EMPREENDIMENTOS IMOBILIARIOS					CASA	2	0	1	1	52.95	79.42	70	0	1	334.143	164160	3100.28	176563.92	3334.54	173905.5	3284.33	172513.52	3258.04	180000	3399.43	942.857.142.857.143	571.428.571.428.572	66	4	11491200	Preço Fechado				43368";
"3626515	181	VILA HAYMAN		SOROCABA - SP	R LUIZA MATIELLO HANSER. 345	JARDIM PAGLIATO	SEM DISTRITO		SOROCABA	SP	18046-166		0	0	42125	42644	0	0	Res. Horizontal	MEDIO	PADRAO MEDIO-C/ELEVADOR	LANÇAMENTO	2770.24		0	0			AKLALAY	ALKALAY EMPREENDIMENTOS E PARTICIPACOES	ALKALAY EMPREENDIMENTOS E PARTICIPACOES				ALKALAY EMPREENDIMENTOS E PARTICIPACOES		MENDES ORTEGA ASSESSORIA IMOBILIARIA					SOBRADO	3	1	2	2	126.83	188	20	0	2	306.172	458000	3611.13	542073.09	4274.01	551643.17	4349.47	570138.31	4495.29	530000	4178.82	100	0	20	0	9160000	Preço Fechado				42671";
"39296713	182	VILA HELENA		SOROCABA - SP	R OLIVIO BRITTO MACIEL. 0	JARDIM CAMILA	SEM DISTRITO	INTERIOR	SOROCABA	SP	18066-007		0	0	41275	41518	0	0	Res. Horizontal	ECONOMICO	PADRAO SIMPLES-S/ELEVADOR	PRONTO	3290		0	0			INVEST PART	INVESTIDOR PARTICULAR	INVESTIDOR PARTICULAR				INVESTIDOR PARTICULAR		LOPES JUNIOR IMOVEIS					2 DORMS	2	0	1	1	43.76	62.02	13	0	1	203.108	122880	2808.04	172071.38	3932.16	167239.51	3821.74	163286.74	3731.41	175000	3999.09	100	0	13	0	1597440	Preço Fechado				42016";
"362291014	183	VILLA DE ESPANHA	BL 1. BL 2. BL 3. BL 4. BL 5. BL 6. BL 7. BL 8. BL 9. BL 10. BL 11. BL 12. BL 13. BL 14	SOROCABA - SP	R SANTA MARIA. 231	VILA HORTENCIA	SEM DISTRITO		SOROCABA	SP	18020-216	ZC	0	0	42005	42917	0	0	Res. Vertical	ECONOMICO	PADRAO MEDIO-C/ELEVADOR	PRONTO	17867.09		14	2		Churrasqueira. Piscina Adulta. Espaco Gourmet. Salao de Festas. Piscina Infantil. Playground. Fitness.	MAGNUM	MAGNUM COMERCIAL E CONSTRUTORA LTDA	MAGNUM COMERCIAL E CONSTRUTORA LTDA				MAGNUM COMERCIAL E CONSTRUTORA LTDA		MAGNUM COMERCIAL E CONSTRUTORA LTDA					2 DORMS	2	0	1	1	50	75	112	4	7	263.423	167400	3348	202803.83	4056.08	207374.32	4147.49	194243.35	3884.87	197265	3945.3	669.642.857.142.857	330.357.142.857.143	75	37	18748800	Preço Fechado				43368";
