RGI;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Vendido no Intervalo;% Valorização;Unidades Vendidas no Intervalo;Intervalo em Mêses;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;Data Pesquisa
24215;687300;4157.3917251391;0;0.184183321847;0;-694;0;1;0;1;24/02/2015
24215;687300;4157.3917251391;0;0.184183321847;0;-723;0;1;0;1;25/03/2015
24215;699000;4228.1635615775;0;0.20434183321847;0;-766;0;1;0;1;07/05/2015
24215;699000;4228.1635615775;0;0.20434183321847;0;-809;0;1;0;1;19/06/2015
24215;710800;4299.5402855069;0;0.22467263955892;0;-836;0;1;0;1;16/07/2015
24215;710800;4299.5402855069;0;0.22467263955892;0;-871;0;1;0;1;20/08/2015
24215;710800;4299.5402855069;0;0.22467263955892;0;-890;0;1;0;1;08/09/2015
24215;843600;5102.8308734575;0;0.45348035837354;0;-946;0;1;0;1;03/11/2015
24215;848400;5131.865473022;0;0.46175051688491;0;-989;0;1;0;1;16/12/2015
24215;840100;5081.6598112751;0;0.44745003445899;0;-1025;0;1;0;1;21/01/2016
24215;717100;4337.6481974353;0;0.2355272226051;0;-1051;0;1;0;1;16/02/2016
24215;729700;4413.864021292;0;0.25723638869745;0;-1100;0;1;0;1;05/04/2016
24215;729700;4413.864021292;0;0.25723638869745;0;-1130;0;1;0;1;05/05/2016
24215;739300;4471.933220421;0;0.27377670572019;0;-1164;0;1;0;1;08/06/2016
24215;748370;4526.7965158481;0;0.28940385940731;0;-1194;0;1;0;1;08/07/2016
24215;762751;4613.7853859182;0;0.31418159889731;0;-1220;0;1;0;1;03/08/2016
24215;766485;4636.3718848294;0;0.32061509303928;0;-1262;0;1;0;1;14/09/2016
24215;769000;4651.5848052262;0;0.3249483115093;0;-1285;0;1;0;1;07/10/2016
24215;744000;4500.3629324946;0;0.28187456926258;0;-1316;0;1;0;1;07/11/2016
24215;744000;4500.3629324946;0;0.28187456926258;0;-1353;0;1;0;1;14/12/2016
24215;744000;4500.3629324946;1;0.28187456926258;1;-1388;1;0;1;0;18/01/2017
24215;735000;4445.9230583112;0;0.26636802205376;0;-1408;0;1;0;1;07/02/2017
24215;735000;4445.9230583112;0;0.26636802205376;0;-1438;0;1;0;1;09/03/2017
24215;739000;4470.1185579482;0;0.27325982081323;0;-1471;0;1;0;1;11/04/2017
24215;739000;4470.1185579482;1;0.27325982081323;1;-1507;1;0;1;0;17/05/2017
24215;792000;4790.7089281394;0;0.36457615437629;0;-1592;0;1;0;1;10/08/2017
24215;746000;4512.4606823131;0;0.28532046864232;0;-1625;0;1;0;1;12/09/2017
24215;746000;4512.4606823131;0;0.28532046864232;0;-1669;0;1;0;1;26/10/2017
24215;746000;4512.4606823131;1;0.28532046864232;1;-1775;1;0;1;0;09/02/2018
24215;580400;3510.7669973385;0;0;0;0;0;1;0;1;01/04/2013
24215;580400;3510.7669973385;0;0;0;-46;0;1;0;1;17/05/2013
24215;580400;3510.7669973385;0;0;0;-120;0;1;0;1;30/07/2013
24215;580400;3510.7669973385;0;0;0;-197;0;1;0;1;15/10/2013
24215;580400;3510.7669973385;0;0;0;-221;0;1;0;1;08/11/2013
24215;580400;3510.7669973385;1;0;1;-261;1;0;1;0;18/12/2013
24215;654900;3961.4081780789;1;0.12835975189524;1;-366;1;0;1;0;02/04/2014
24215;628400;3801.1129929833;0;0.082701585113715;0;-463;0;1;0;1;08/07/2014
24215;771300;4665.4972175175;0;0.328911095796;0;-500;0;1;0;1;14/08/2014
24215;691000;4179.7725623034;0;0.19055823569952;0;-535;0;1;0;1;18/09/2014
24215;691000;4179.7725623034;1;0.19055823569952;1;-574;1;0;1;0;27/10/2014
24215;687300;4157.3917251391;0;0.184183321847;0;-647;0;1;0;1;08/01/2015
24215;687300;4157.3917251391;0;0.184183321847;0;-694;0;1;0;1;24/02/2015
24215;687300;4157.3917251391;0;0.184183321847;0;-723;0;1;0;1;25/03/2015
24215;699000;4228.1635615775;0;0.20434183321847;0;-766;0;1;0;1;07/05/2015
24215;699000;4228.1635615775;0;0.20434183321847;0;-809;0;1;0;1;19/06/2015
24215;710800;4299.5402855069;0;0.22467263955892;0;-836;0;1;0;1;16/07/2015
24215;710800;4299.5402855069;0;0.22467263955892;0;-871;0;1;0;1;20/08/2015
24215;710800;4299.5402855069;0;0.22467263955892;0;-890;0;1;0;1;08/09/2015
24215;843600;5102.8308734575;0;0.45348035837354;0;-946;0;1;0;1;03/11/2015
24215;848400;5131.865473022;0;0.46175051688491;0;-989;0;1;0;1;16/12/2015
24215;840100;5081.6598112751;0;0.44745003445899;0;-1025;0;1;0;1;21/01/2016
24215;717100;4337.6481974353;0;0.2355272226051;0;-1051;0;1;0;1;16/02/2016
24215;729700;4413.864021292;0;0.25723638869745;0;-1100;0;1;0;1;05/04/2016
24215;729700;4413.864021292;0;0.25723638869745;0;-1130;0;1;0;1;05/05/2016
24215;739300;4471.933220421;0;0.27377670572019;0;-1164;0;1;0;1;08/06/2016
24215;748370;4526.7965158481;0;0.28940385940731;0;-1194;0;1;0;1;08/07/2016
24215;762751;4613.7853859182;0;0.31418159889731;0;-1220;0;1;0;1;03/08/2016
24215;766485;4636.3718848294;0;0.32061509303928;0;-1262;0;1;0;1;14/09/2016
24215;769000;4651.5848052262;0;0.3249483115093;0;-1285;0;1;0;1;07/10/2016
24215;744000;4500.3629324946;0;0.28187456926258;0;-1316;0;1;0;1;07/11/2016
24215;744000;4500.3629324946;0;0.28187456926258;0;-1353;0;1;0;1;14/12/2016
24215;744000;4500.3629324946;1;0.28187456926258;1;-1388;1;0;1;0;18/01/2017
24215;735000;4445.9230583112;0;0.26636802205376;0;-1408;0;1;0;1;07/02/2017
24215;735000;4445.9230583112;0;0.26636802205376;0;-1438;0;1;0;1;09/03/2017
24215;739000;4470.1185579482;0;0.27325982081323;0;-1471;0;1;0;1;11/04/2017
24215;739000;4470.1185579482;1;0.27325982081323;1;-1507;1;0;1;0;17/05/2017
24215;792000;4790.7089281394;1;0.36457615437629;1;-1592;1;0;1;0;10/08/2017
24215;746000;4512.4606823131;1;0.28532046864232;1;-1625;1;0;1;0;12/09/2017
24215;746000;4512.4606823131;1;0.28532046864232;1;-1669;1;0;1;0;26/10/2017
24215;746000;4512.4606823131;1;0.28532046864232;1;-1775;1;0;1;0;09/02/2018
24304;346600;3735.7189049364;0;0;0;0;0;1;0;30;01/04/2013
24304;346600;3735.7189049364;0.3;0;9;-46;0.3;0.7;9;21;17/05/2013
24304;368500;3971.7611554214;0.7333;0.063185227928448;22;-120;0.7333;0.2667;22;8;30/07/2013
24304;368500;3971.7611554214;0.8333;0.063185227928448;25;-135;0.8333;0.1667;25;5;14/08/2013
24304;392000;4225.0485018323;0.9667;0.13098672821696;29;-190;0.9667;0.0333;29;1;08/10/2013
24304;399900;4310.1961629662;0.9667;0.15377957299481;29;-221;0.9667;0.0333;29;1;08/11/2013
24304;439000;4731.623194654;0.8667;0.266589728794;26;-262;0.8667;0.1333;26;4;19/12/2013
24304;397000;4278.9394266006;0.8667;0.14541257934218;26;-354;0.8667;0.1333;26;4;21/03/2014
24304;465300;5015.0894589351;1;0.34246970571264;30;-367;1;0;30;0;03/04/2014
24304;432500;4661.56499245529;0.9;0.24783612233122;27;-463;0.9;0.1;27;3;08/07/2014
24304;437600;4716.5337357189;0.8333;0.26255049047894;25;-500;0.8333;0.1667;25;5;14/08/2014
24304;390000;4203.492131925;0.8333;0.12521638776688;25;-535;0.8333;0.1667;25;5;18/09/2014
24304;444600;4791.9810303945;0.8333;0.28274668205424;25;-574;0.8333;0.1667;25;5;27/10/2014
24304;444600;4791.9810303945;0.8;0.28274668205424;24;-599;0.8;0.2;24;6;21/11/2014
24304;444600;4791.9810303945;1;0.28274668205424;30;-647;1;0;30;0;08/01/2015
24304;465600;5018.3229144212;0.9667;0.34333525678015;29;-836;0.9667;0.0333;29;1;16/07/2015
24304;465600;5018.3229144212;0.9667;0.34333525678015;29;-871;0.9667;0.0333;29;1;20/08/2015
24304;465600;5018.3229144212;0.9667;0.34333525678015;29;-890;0.9667;0.0333;29;1;08/09/2015
24304;478900;5161.6727743048;0.9667;0.38170802077323;29;-932;0.9667;0.0333;29;1;20/10/2015
24304;478900;5161.6727743048;0.9667;0.38170802077323;29;-954;0.9667;0.0333;29;1;11/11/2015
24304;484100;5217.7193360638;0.9333;0.39671090594345;28;-989;0.9333;0.0667;28;2;16/12/2015
24304;486400;5242.5091614572;0.8667;0.40334679746105;26;-1024;0.8667;0.1333;26;4;20/01/2016
24304;486500;5243.5869799526;0.9333;0.40363531448355;28;-1051;0.9333;0.0667;28;2;16/02/2016
24304;486500;5243.5869799526;0.9333;0.40363531448355;28;-1100;0.9333;0.0667;28;2;05/04/2016
24304;489200;5272.6880793274;0.9333;0.41142527409117;28;-1130;0.9333;0.0667;28;2;05/05/2016
24304;488100;5260.8320758784;0.7667;0.40825158684362;23;-1164;0.7667;0.2333;23;7;08/06/2016
24304;468300;5047.4240137961;0.6667;0.35112521638777;20;-1194;0.6667;0.3333;20;10;08/07/2016
24304;468300;5047.4240137961;0.6667;0.35112521638777;20;-1220;0.6667;0.3333;20;10;03/08/2016
24304;469800;5063.5912912266;0.6667;0.35545297172533;20;-1262;0.6667;0.3333;20;10;14/09/2016
24304;471800;5085.1476611339;0.5;0.36122331217542;15;-1285;0.5;0.5;15;15;07/10/2016
24304;484500;5222.0306100453;0.4667;0.39786497403347;14;-1316;0.4667;0.5333;14;16;07/11/2016
24304;484500;5222.0306100453;0.5;0.39786497403347;15;-1353;0.5;0.5;15;15;14/12/2016
24304;488500;5265.1433498599;0.5667;0.40940565493364;17;-1388;0.5667;0.4333;17;13;18/01/2017
24304;491500;5297.4779047208;0.5667;0.41806116560877;17;-1408;0.5667;0.4333;17;13;07/02/2017
24304;494800;5333.0459150679;0.6;0.42758222735141;18;-1438;0.6;0.4;18;12;09/03/2017
24304;499100;5379.3921103686;0.4;0.4399884593191;12;-1472;0.4;0.6;12;18;12/04/2017
24304;503400;5425.7383056693;0.5;0.45239469128679;15;-1507;0.5;0.5;15;15;17/05/2017
24304;504800;5440.8277646044;0.5;0.45643392960185;15;-1527;0.5;0.5;15;15;06/06/2017
24304;513600;5535.6757921966;0.5667;0.48182342758223;17;-1568;0.5667;0.4333;17;13;17/07/2017
24304;511200;5509.8081483078;0.5667;0.47489901904212;17;-1592;0.5667;0.4333;17;13;10/08/2017
24304;517900;5582.0219874973;0.5667;0.49422965954991;17;-1625;0.5667;0.4333;17;13;12/09/2017
24304;525000;5658.5471006682;0.7667;0.51471436814772;23;-1781;0.7667;0.2333;23;7;15/02/2018
24304;543400;5856.8657038155;0.5667;0.56780150028852;17;-1864;0.5667;0.4333;17;13;09/05/2018
24304;491500;3916.6467447605;0;0;0;0;0;1;0;30;01/04/2013
24304;491500;3916.6467447605;0.2667;0;8;-46;0.2667;0.7333;8;22;17/05/2013
24304;507200;4041.7563152442;0.2333;0.031943031536114;7;-120;0.2333;0.7667;7;23;30/07/2013
24304;507200;4041.7563152442;0.2;0.031943031536114;6;-135;0.2;0.8;6;24;14/08/2013
24304;522000;4159.69399952189;0.6667;0.06205493387589;20;-190;0.6667;0.3333;20;10;08/10/2013
24304;539900;4302.3348473982;0.6667;0.098474059003052;20;-221;0.6667;0.3333;20;10;08/11/2013
24304;613000;4884.8513825803;0.7;0.2472024415056;21;-262;0.7;0.3;21;9;19/12/2013
24304;552500;4402.7412542832;0.7;0.12410986775178;21;-354;0.7;0.3;21;9;21/03/2014
24304;564800;4500.7570324329;0.7667;0.14913530010173;23;-367;0.7667;0.2333;23;7;03/04/2014
24304;513400;4091.1626424416;0.9;0.044557477110885;27;-463;0.9;0.1;27;3;08/07/2014
24304;526500;4195.5534305522;0.7667;0.071210579857579;23;-500;0.7667;0.2333;23;7;14/08/2014
24304;529500;4219.4597179058;0.7333;0.077314343845371;22;-535;0.7333;0.2667;22;8;18/09/2014
24304;610800;4867.3201051877;0.7333;0.24272634791455;22;-574;0.7333;0.2667;22;8;27/10/2014
24304;610800;4867.3201051877;0.7333;0.24272634791455;22;-599;0.7333;0.2667;22;8;21/11/2014
24304;606200;4830.6637979122;0.6333;0.23336724313327;19;-647;0.6333;0.3667;19;11;08/01/2015
24304;620700;4946.2108534545;0.6333;0.26286876907426;19;-696;0.6333;0.3667;19;11;26/02/2015
24304;625800;4986.8515419555;0.6333;0.27324516785351;19;-714;0.6333;0.3667;19;11;16/03/2015
24304;625800;4986.8515419555;0.6333;0.27324516785351;19;-772;0.6333;0.3667;19;11;13/05/2015
24304;625800;4986.8515419555;0.6333;0.27324516785351;19;-816;0.6333;0.3667;19;11;26/06/2015
24304;630100;5021.1172204957;0.6;0.28199389623601;18;-836;0.6;0.4;18;12;16/07/2015
24304;630100;5021.1172204957;0.6;0.28199389623601;18;-871;0.6;0.4;18;12;20/08/2015
24304;630100;5021.1172204957;0.6;0.28199389623601;18;-890;0.6;0.4;18;12;08/09/2015
24304;630400;5023.507849231;0.6;0.28260427263479;18;-932;0.6;0.4;18;12;20/10/2015
24304;630400;5023.507849231;0.6;0.28260427263479;18;-954;0.6;0.4;18;12;11/11/2015
24304;644500;5135.8673997928;0.6;0.31129196337742;18;-989;0.6;0.4;18;12;16/12/2015
24304;653700;5209.1800143438;0.6333;0.33001017293998;19;-1024;0.6333;0.3667;19;11;20/01/2016
24304;642700;5121.5236273807;0.6667;0.30762970498474;20;-1051;0.6667;0.3333;20;10;16/02/2016
24304;642700;5121.5236273807;0.6667;0.30762970498474;20;-1100;0.6667;0.3333;20;10;05/04/2016
24304;655800;5225.9144154913;0.6667;0.33428280773143;20;-1130;0.6667;0.3333;20;10;05/05/2016
24304;649700;5177.304964539;0.4;0.32187182095626;12;-1164;0.4;0.6;12;18;08/06/2016
24304;626100;4989.2421706909;0.3333;0.27385554425229;10;-1194;0.3333;0.6667;10;20;08/07/2016
24304;626100;4989.2421706909;0.3333;0.27385554425229;10;-1220;0.3333;0.6667;10;20;03/08/2016
24304;629500;5016.3359630249;0.3333;0.28077314343845;10;-1262;0.3333;0.6667;10;20;14/09/2016
24304;633800;5050.6016415651;0.3;0.28952187182096;9;-1285;0.3;0.7;9;21;07/10/2016
24304;637600;5080.8829388796;0.3;0.29725330620549;9;-1316;0.3;0.7;9;21;07/11/2016
24304;637600;5080.8829388796;0.3333;0.29725330620549;10;-1353;0.3333;0.6667;10;20;14/12/2016
24304;662600;5280.1020001594;0.3333;0.34811800610376;10;-1388;0.3333;0.6667;10;20;18/01/2017
24304;666700;5312.7739262093;0.3333;0.35645981688708;10;-1408;0.3333;0.6667;10;20;07/02/2017
24304;667900;5322.3364411507;0.3667;0.3589013224822;11;-1438;0.3667;0.6333;11;19;09/03/2017
24304;671900;5354.2114909555;0.3667;0.36703967446592;11;-1472;0.3667;0.6333;11;19;12/04/2017
24304;672600;5359.7896246713;0.4667;0.36846388606307;14;-1507;0.4667;0.5333;14;16;17/05/2017
24304;674500;5374.9302733286;0.4667;0.37232960325534;14;-1527;0.4667;0.5333;14;16;06/06/2017
24304;679500;5414.7740855845;0.4333;0.38250254323499;13;-1568;0.4333;0.5667;13;17;17/07/2017
24304;683200;5444.2585066539;0.4667;0.39003051881994;14;-1592;0.4667;0.5333;14;16;10/08/2017
24304;687100;5475.3366802136;0.4667;0.39796541200407;14;-1625;0.4667;0.5333;14;16;12/09/2017
24304;715000;5697.6651526018;0.5667;0.45473041709054;17;-1781;0.5667;0.4333;17;13;15/02/2018
24304;740000;5896.8842138816;0.4667;0.50559511698881;14;-1864;0.4667;0.5333;14;16;09/05/2018
24304;491500;3916.6467447605;0;0;0;0;0;1;0;30;01/04/2013
24304;491500;3916.6467447605;0.3;0;9;-46;0.3;0.7;9;21;17/05/2013
24304;507200;4041.7563152442;0.2667;0.031943031536114;8;-120;0.2667;0.7333;8;22;30/07/2013
24304;507200;4041.7563152442;0.2;0.031943031536114;6;-135;0.2;0.8;6;24;14/08/2013
24304;522000;4159.69399952189;0.6667;0.06205493387589;20;-190;0.6667;0.3333;20;10;08/10/2013
24304;539900;4302.3348473982;0.6667;0.098474059003052;20;-221;0.6667;0.3333;20;10;08/11/2013
24304;613000;4884.8513825803;0.7333;0.2472024415056;22;-262;0.7333;0.2667;22;8;19/12/2013
24304;552500;4402.7412542832;0.7333;0.12410986775178;22;-354;0.7333;0.2667;22;8;21/03/2014
24304;564800;4500.7570324329;0.8;0.14913530010173;24;-367;0.8;0.2;24;6;03/04/2014
24304;513400;4091.1626424416;0.9;0.044557477110885;27;-463;0.9;0.1;27;3;08/07/2014
24304;526500;4195.5534305522;0.7667;0.071210579857579;23;-500;0.7667;0.2333;23;7;14/08/2014
24304;529500;4219.4597179058;0.7667;0.077314343845371;23;-535;0.7667;0.2333;23;7;18/09/2014
24304;610800;4867.3201051877;0.7667;0.24272634791455;23;-574;0.7667;0.2333;23;7;27/10/2014
24304;610800;4867.3201051877;0.7667;0.24272634791455;23;-599;0.7667;0.2333;23;7;21/11/2014
24304;606200;4830.6637979122;0.6667;0.23336724313327;20;-647;0.6667;0.3333;20;10;08/01/2015
24304;620700;4946.2108534545;0.6667;0.26286876907426;20;-696;0.6667;0.3333;20;10;26/02/2015
24304;625800;4986.8515419555;0.6667;0.27324516785351;20;-714;0.6667;0.3333;20;10;16/03/2015
24304;625800;4986.8515419555;0.6667;0.27324516785351;20;-772;0.6667;0.3333;20;10;13/05/2015
24304;625800;4986.8515419555;0.6667;0.27324516785351;20;-816;0.6667;0.3333;20;10;26/06/2015
24304;630100;5021.1172204957;0.6;0.28199389623601;18;-836;0.6;0.4;18;12;16/07/2015
24304;630100;5021.1172204957;0.6333;0.28199389623601;19;-871;0.6333;0.3667;19;11;20/08/2015
24304;630100;5021.1172204957;0.6333;0.28199389623601;19;-890;0.6333;0.3667;19;11;08/09/2015
24304;630400;5023.507849231;0.6333;0.28260427263479;19;-932;0.6333;0.3667;19;11;20/10/2015
24304;630400;5023.507849231;0.6333;0.28260427263479;19;-954;0.6333;0.3667;19;11;11/11/2015
24304;644500;5135.8673997928;0.6333;0.31129196337742;19;-989;0.6333;0.3667;19;11;16/12/2015
24304;653700;5209.1800143438;0.6667;0.33001017293998;20;-1024;0.6667;0.3333;20;10;20/01/2016
24304;642700;5121.5236273807;0.6667;0.30762970498474;20;-1051;0.6667;0.3333;20;10;16/02/2016
24304;642700;5121.5236273807;0.7;0.30762970498474;21;-1100;0.7;0.3;21;9;05/04/2016
24304;655800;5225.9144154913;0.7;0.33428280773143;21;-1130;0.7;0.3;21;9;05/05/2016
24304;649700;5177.304964539;0.4333;0.32187182095626;13;-1164;0.4333;0.5667;13;17;08/06/2016
24304;626100;4989.2421706909;0.3333;0.27385554425229;10;-1194;0.3333;0.6667;10;20;08/07/2016
24304;626100;4989.2421706909;0.3333;0.27385554425229;10;-1220;0.3333;0.6667;10;20;03/08/2016
24304;629500;5016.3359630249;0.3333;0.28077314343845;10;-1262;0.3333;0.6667;10;20;14/09/2016
24304;633800;5050.6016415651;0.3333;0.28952187182096;10;-1285;0.3333;0.6667;10;20;07/10/2016
24304;637600;5080.8829388796;0.3;0.29725330620549;9;-1316;0.3;0.7;9;21;07/11/2016
24304;637600;5080.8829388796;0.3333;0.29725330620549;10;-1353;0.3333;0.6667;10;20;14/12/2016
24304;662600;5280.1020001594;0.3333;0.34811800610376;10;-1388;0.3333;0.6667;10;20;18/01/2017
24304;666700;5312.7739262093;0.3333;0.35645981688708;10;-1408;0.3333;0.6667;10;20;07/02/2017
24304;667900;5322.3364411507;0.3667;0.3589013224822;11;-1438;0.3667;0.6333;11;19;09/03/2017
24304;671900;5354.2114909555;0.3667;0.36703967446592;11;-1472;0.3667;0.6333;11;19;12/04/2017
24304;672600;5359.7896246713;0.5;0.36846388606307;15;-1507;0.5;0.5;15;15;17/05/2017
24304;674500;5374.9302733286;0.5;0.37232960325534;15;-1527;0.5;0.5;15;15;06/06/2017
24304;679500;5414.7740855845;0.4667;0.38250254323499;14;-1568;0.4667;0.5333;14;16;17/07/2017
24304;683200;5444.2585066539;0.4667;0.39003051881994;14;-1592;0.4667;0.5333;14;16;10/08/2017
24304;687100;5475.3366802136;0.5;0.39796541200407;15;-1625;0.5;0.5;15;15;12/09/2017
24304;715000;5697.6651526018;0.6;0.45473041709054;18;-1781;0.6;0.4;18;12;15/02/2018
24304;740000;5896.8842138816;0.4667;0.50559511698881;14;-1864;0.4667;0.5333;14;16;09/05/2018
24304;346600;3735.7189049364;0;0;0;0;0;1;0;30;01/04/2013
24304;346600;3735.7189049364;0.3;0;9;-46;0.3;0.7;9;21;17/05/2013
24304;368500;3971.7611554214;0.7667;0.063185227928448;23;-120;0.7667;0.2333;23;7;30/07/2013
24304;368500;3971.7611554214;0.8333;0.063185227928448;25;-135;0.8333;0.1667;25;5;14/08/2013
24304;392000;4225.0485018323;1;0.13098672821696;30;-190;1;0;30;0;08/10/2013
24304;399900;4310.1961629662;1;0.15377957299481;30;-221;1;0;30;0;08/11/2013
24304;439000;4731.623194654;0.8667;0.266589728794;26;-262;0.8667;0.1333;26;4;19/12/2013
24304;397000;4278.9394266006;0.8667;0.14541257934218;26;-354;0.8667;0.1333;26;4;21/03/2014
24304;465300;5015.0894589351;1;0.34246970571264;30;-367;1;0;30;0;03/04/2014
24304;432500;4661.56499245529;0.9;0.24783612233122;27;-463;0.9;0.1;27;3;08/07/2014
24304;437600;4716.5337357189;0.8333;0.26255049047894;25;-500;0.8333;0.1667;25;5;14/08/2014
24304;390000;4203.492131925;0.8333;0.12521638776688;25;-535;0.8333;0.1667;25;5;18/09/2014
24304;444600;4791.9810303945;0.8333;0.28274668205424;25;-574;0.8333;0.1667;25;5;27/10/2014
24304;444600;4791.9810303945;0.8333;0.28274668205424;25;-599;0.8333;0.1667;25;5;21/11/2014
24304;444600;4791.9810303945;1;0.28274668205424;30;-647;1;0;30;0;08/01/2015
24304;465600;5018.3229144212;0.9667;0.34333525678015;29;-836;0.9667;0.0333;29;1;16/07/2015
24304;465600;5018.3229144212;0.9667;0.34333525678015;29;-871;0.9667;0.0333;29;1;20/08/2015
24304;465600;5018.3229144212;0.9667;0.34333525678015;29;-890;0.9667;0.0333;29;1;08/09/2015
24304;478900;5161.6727743048;0.9667;0.38170802077323;29;-932;0.9667;0.0333;29;1;20/10/2015
24304;478900;5161.6727743048;0.9667;0.38170802077323;29;-954;0.9667;0.0333;29;1;11/11/2015
24304;484100;5217.7193360638;0.9667;0.39671090594345;29;-989;0.9667;0.0333;29;1;16/12/2015
24304;486400;5242.5091614572;0.9;0.40334679746105;27;-1024;0.9;0.1;27;3;20/01/2016
24304;486500;5243.5869799526;0.9333;0.40363531448355;28;-1051;0.9333;0.0667;28;2;16/02/2016
24304;486500;5243.5869799526;0.9333;0.40363531448355;28;-1100;0.9333;0.0667;28;2;05/04/2016
24304;489200;5272.6880793274;0.9333;0.41142527409117;28;-1130;0.9333;0.0667;28;2;05/05/2016
24304;488100;5260.8320758784;0.7667;0.40825158684362;23;-1164;0.7667;0.2333;23;7;08/06/2016
24304;468300;5047.4240137961;0.7;0.35112521638777;21;-1194;0.7;0.3;21;9;08/07/2016
24304;468300;5047.4240137961;0.7;0.35112521638777;21;-1220;0.7;0.3;21;9;03/08/2016
24304;469800;5063.5912912266;0.6667;0.35545297172533;20;-1262;0.6667;0.3333;20;10;14/09/2016
24304;471800;5085.1476611339;0.5;0.36122331217542;15;-1285;0.5;0.5;15;15;07/10/2016
24304;484500;5222.0306100453;0.4667;0.39786497403347;14;-1316;0.4667;0.5333;14;16;07/11/2016
24304;484500;5222.0306100453;0.5;0.39786497403347;15;-1353;0.5;0.5;15;15;14/12/2016
24304;488500;5265.1433498599;0.5667;0.40940565493364;17;-1388;0.5667;0.4333;17;13;18/01/2017
24304;491500;5297.4779047208;0.5667;0.41806116560877;17;-1408;0.5667;0.4333;17;13;07/02/2017
24304;494800;5333.0459150679;0.6;0.42758222735141;18;-1438;0.6;0.4;18;12;09/03/2017
24304;499100;5379.3921103686;0.4333;0.4399884593191;13;-1472;0.4333;0.5667;13;17;12/04/2017
24304;503400;5425.7383056693;0.5;0.45239469128679;15;-1507;0.5;0.5;15;15;17/05/2017
24304;504800;5440.8277646044;0.5;0.45643392960185;15;-1527;0.5;0.5;15;15;06/06/2017
24304;513600;5535.6757921966;0.5667;0.48182342758223;17;-1568;0.5667;0.4333;17;13;17/07/2017
24304;511200;5509.8081483078;0.5667;0.47489901904212;17;-1592;0.5667;0.4333;17;13;10/08/2017
24304;517900;5582.0219874973;0.5667;0.49422965954991;17;-1625;0.5667;0.4333;17;13;12/09/2017
24304;525000;5658.5471006682;0.8;0.51471436814772;24;-1781;0.8;0.2;24;6;15/02/2018
24304;543400;5856.8657038155;0.5667;0.56780150028852;17;-1864;0.5667;0.4333;17;13;09/05/2018
24304;558600;3378.9015243165;0;0;0;0;0;1;0;1;01/04/2013
24304;558600;3378.9015243165;0;0;0;-46;0;1;0;1;17/05/2013
24304;572000;3459.9564481007;0;0.023988542785535;0;-120;0;1;0;1;30/07/2013
24304;572000;3459.9564481007;0;0.023988542785535;0;-135;0;1;0;1;14/08/2013
24304;572000;3459.9564481007;0;0.023988542785535;0;-190;0;1;0;1;08/10/2013
24304;572000;3459.9564481007;1;0.023988542785535;1;-221;1;0;1;0;08/11/2013
24304;573900;3471.4493104283;0;0.027389903329753;0;-463;0;1;0;1;08/07/2014
24304;585000;3538.5918219211;0;0.047261009667025;0;-500;0;1;0;1;14/08/2014
24304;587400;3553.1091217034;0;0.0515574650913;0;-535;0;1;0;1;18/09/2014
24304;667700;4038.8337769175;0;0.1953097028285;0;-574;0;1;0;1;27/10/2014
24304;667700;4038.8337769175;0;0.1953097028285;0;-599;0;1;0;1;21/11/2014
24304;664300;4018.267602226;0;0.18922305764411;0;-647;0;1;0;1;08/01/2015
24304;663800;4015.2431647714;0;0.18832796276405;0;-696;0;1;0;1;26/02/2015
24304;677000;4095.0883135737;0;0.21195846759757;0;-714;0;1;0;1;16/03/2015
24304;677000;4095.0883135737;0;0.21195846759757;0;-772;0;1;0;1;13/05/2015
24304;677000;4095.0883135737;0;0.21195846759757;0;-816;0;1;0;1;26/06/2015
24304;685600;4147.1086377934;0;0.22735409953455;0;-836;0;1;0;1;16/07/2015
24304;685600;4147.1086377934;0;0.22735409953455;0;-871;0;1;0;1;20/08/2015
24304;685600;4147.1086377934;0;0.22735409953455;0;-890;0;1;0;1;08/09/2015
24304;698000;4222.1146866683;0;0.24955245255997;0;-932;0;1;0;1;20/10/2015
24304;698000;4222.1146866683;0;0.24955245255997;0;-954;0;1;0;1;11/11/2015
24304;709700;4292.8865231067;0;0.27049767275331;0;-989;0;1;0;1;16/12/2015
24304;699100;4228.7684490685;0;0.2515216612961;0;-1024;0;1;0;1;20/01/2016
24304;699300;4229.9782240503;0;0.25187969924812;0;-1051;0;1;0;1;16/02/2016
24304;699300;4229.9782240503;0;0.25187969924812;0;-1100;0;1;0;1;05/04/2016
24304;718200;4344.3019598355;0;0.28571428571429;0;-1130;0;1;0;1;05/05/2016
24304;691100;4180.3774497943;0;0.23720014321518;0;-1164;0;1;0;1;08/06/2016
24304;692600;4189.4507621582;0;0.23988542785535;0;-1194;0;1;0;1;08/07/2016
24304;692600;4189.4507621582;0;0.23988542785535;0;-1220;0;1;0;1;03/08/2016
24304;703600;4255.9883861602;0;0.25957751521661;0;-1262;0;1;0;1;14/09/2016
24304;706600;4274.135010888;0;0.26494808449696;0;-1285;0;1;0;1;07/10/2016
24304;706600;4274.135010888;1;0.26494808449696;1;-1316;1;0;1;0;07/11/2016
24304;693700;4196.1045245584;0;0.24185463659148;0;-1388;0;1;0;1;18/01/2017
