RGI;(VMU)Preço de venda da unidade na data pesquisa;(VUV)Preço m2 privativo na data pesquisa;% Vendido no Intervalo;% Valorização;Unidades Vendidas no Intervalo;Intervalo em Mêses;% Unidades Vendidas;% Unidades a Vender;Unidades Vendidas;Qtd em Estoque;Data Pesquisa
26950;180000;3461.5384615385;0.95;0.030927835051546;19;-886;0.95;0.05;19;1;05/05/2016
26950;180000;3461.5384615385;0.95;0.030927835051546;19;-932;0.95;0.05;19;1;20/06/2016
26950;180000;3461.5384615385;1;0.030927835051546;20;-960;1;0;20;0;18/07/2016
26950;181000;3480.7692307692;1;0.036655211912944;20;-997;1;0;20;0;24/08/2016
26950;181000;3480.7692307692;1;0.036655211912944;20;-1031;1;0;20;0;27/09/2016
27024;2212000;4337.2549019608;0;0;0;0;0;1;0;6;01/12/2013
27024;2212000;4337.2549019608;0.8333;0;5;-215;0.8333;0.1667;5;1;04/07/2014
27024;2212000;4337.2549019608;1;0;6;-263;1;0;6;0;21/08/2014
27024;950640;4753.2;0;0;0;0;0;1;0;11;01/12/2013
27024;950640;4753.2;0.9091;0;10;-215;0.9091;0.0909;10;1;04/07/2014
27024;665448;3327.24;0.9091;-0.3;10;-263;0.9091;0.0909;10;1;21/08/2014
27024;665448;3327.24;0.9091;-0.3;10;-290;0.9091;0.0909;10;1;17/09/2014
27024;665448;3327.24;0.9091;-0.3;10;-345;0.9091;0.0909;10;1;11/11/2014
27024;665448;3327.24;1;-0.3;11;-412;1;0;11;0;17/01/2015
27024;1454520;4407.6363636364;0;0;0;0;0;1;0;11;01/12/2013
27024;1454520;4407.6363636364;0.9091;0;10;-215;0.9091;0.0909;10;1;04/07/2014
27024;1143830;3466.1515151515;0.9091;-0.21360311305448;10;-263;0.9091;0.0909;10;1;21/08/2014
27024;1143830;3466.1515151515;0.9091;-0.21360311305448;10;-290;0.9091;0.0909;10;1;17/09/2014
27024;1143830;3466.1515151515;0.9091;-0.21360311305448;10;-345;0.9091;0.0909;10;1;11/11/2014
27024;1143830;3466.1515151515;1;-0.21360311305448;11;-412;1;0;11;0;17/01/2015
27151;358000;3962.8071729024;0.0667;0;4;-17;0.0667;0.9333;4;56;18/12/2013
27151;380000;4206.3316360416;0.2167;0.061452513966481;13;-123;0.2167;0.7833;13;47;03/04/2014
27151;380000;4206.3316360416;0.3667;0.061452513966481;22;-243;0.3667;0.6333;22;38;01/08/2014
27151;408000;4516.2718618552;0.4333;0.13966480446927;26;-291;0.4333;0.5667;26;34;18/09/2014
27151;416050;4605.3796767766;0.5167;0.16215083798883;31;-355;0.5167;0.4833;31;29;21/11/2014
27151;421425;4664.8771308391;0.3667;0.17716480446927;22;-403;0.3667;0.6333;22;38;08/01/2015
27151;380100;4207.4385654195;0.3667;0.061731843575419;22;-452;0.3667;0.6333;22;38;26/02/2015
27151;402800;4458.7115342041;0.3667;0.12513966480447;22;-470;0.3667;0.6333;22;38;16/03/2015
27151;434000;4804.0735001107;0.3833;0.2122905027933;23;-528;0.3833;0.6167;23;37;13/05/2015
27151;434000;4804.0735001107;0.3833;0.2122905027933;23;-572;0.3833;0.6167;23;37;26/06/2015
27151;434000;4804.0735001107;0.3833;0.2122905027933;23;-606;0.3833;0.6167;23;37;30/07/2015
27151;358000;3962.8071729024;0.0667;0;4;-17;0.0667;0.9333;4;56;18/12/2013
27151;380000;4206.3316360416;0.2167;0.061452513966481;13;-123;0.2167;0.7833;13;47;03/04/2014
27151;380000;4206.3316360416;0.3667;0.061452513966481;22;-243;0.3667;0.6333;22;38;01/08/2014
27151;408000;4516.2718618552;0.4333;0.13966480446927;26;-291;0.4333;0.5667;26;34;18/09/2014
27151;416050;4605.3796767766;0.5167;0.16215083798883;31;-355;0.5167;0.4833;31;29;21/11/2014
27151;421425;4664.8771308391;0.3667;0.17716480446927;22;-403;0.3667;0.6333;22;38;08/01/2015
27151;380100;4207.4385654195;0.3667;0.061731843575419;22;-452;0.3667;0.6333;22;38;26/02/2015
27151;402800;4458.7115342041;0.3667;0.12513966480447;22;-470;0.3667;0.6333;22;38;16/03/2015
27151;434000;4804.0735001107;0.3833;0.2122905027933;23;-528;0.3833;0.6167;23;37;13/05/2015
27151;434000;4804.0735001107;0.3833;0.2122905027933;23;-572;0.3833;0.6167;23;37;26/06/2015
27151;434000;4804.0735001107;0.3833;0.2122905027933;23;-606;0.3833;0.6167;23;37;30/07/2015
27151;358000;3962.8071729024;0.0833;0;5;-17;0.0833;0.9167;5;55;18/12/2013
27151;380000;4206.3316360416;0.2167;0.061452513966481;13;-123;0.2167;0.7833;13;47;03/04/2014
27151;380000;4206.3316360416;0.4;0.061452513966481;24;-243;0.4;0.6;24;36;01/08/2014
27151;408000;4516.2718618552;0.45;0.13966480446927;27;-291;0.45;0.55;27;33;18/09/2014
27151;416050;4605.3796767766;0.5167;0.16215083798883;31;-355;0.5167;0.4833;31;29;21/11/2014
27151;421425;4664.8771308391;0.3667;0.17716480446927;22;-403;0.3667;0.6333;22;38;08/01/2015
27151;380100;4207.4385654195;0.3667;0.061731843575419;22;-452;0.3667;0.6333;22;38;26/02/2015
27151;402800;4458.7115342041;0.4;0.12513966480447;24;-470;0.4;0.6;24;36;16/03/2015
27151;434000;4804.0735001107;0.4167;0.2122905027933;25;-528;0.4167;0.5833;25;35;13/05/2015
27151;434000;4804.0735001107;0.4167;0.2122905027933;25;-572;0.4167;0.5833;25;35;26/06/2015
27151;434000;4804.0735001107;0.4167;0.2122905027933;25;-606;0.4167;0.5833;25;35;30/07/2015
27151;426000;3415.9249458744;0;0;0;-17;0;1;0;4;18/12/2013
27151;420000;3367.8133269185;0.25;-0.014084507042254;1;-123;0.25;0.75;1;3;03/04/2014
27151;420000;3367.8133269185;0.25;-0.014084507042254;1;-243;0.25;0.75;1;3;01/08/2014
27151;463000;3712.6132627696;0.5;0.086854460093897;2;-291;0.5;0.5;2;2;18/09/2014
27151;471500;3780.7713896239;0.5;0.10680751173709;2;-355;0.5;0.5;2;2;21/11/2014
27151;483700;3878.5983481677;0;0.13544600938967;0;-403;0;1;0;4;08/01/2015
27151;424900;3407.1044823992;0;-0.0025821596244131;0;-452;0;1;0;4;26/02/2015
27151;475900;3816.053243525;0;0.11713615023474;0;-470;0;1;0;4;16/03/2015
27151;495500;3973.2178654478;0;0.1631455399061;0;-528;0;1;0;4;13/05/2015
27151;495500;3973.2178654478;0;0.1631455399061;0;-572;0;1;0;4;26/06/2015
27151;495500;3973.2178654478;0;0.1631455399061;0;-606;0;1;0;4;30/07/2015
27151;426000;3415.9249458744;0;0;0;-17;0;1;0;4;18/12/2013
27151;420000;3367.8133269185;0.25;-0.014084507042254;1;-123;0.25;0.75;1;3;03/04/2014
27151;420000;3367.8133269185;0.25;-0.014084507042254;1;-243;0.25;0.75;1;3;01/08/2014
27151;463000;3712.6132627696;0.5;0.086854460093897;2;-291;0.5;0.5;2;2;18/09/2014
27151;471500;3780.7713896239;0.5;0.10680751173709;2;-355;0.5;0.5;2;2;21/11/2014
27151;483700;3878.5983481677;0;0.13544600938967;0;-403;0;1;0;4;08/01/2015
27151;424900;3407.1044823992;0;-0.0025821596244131;0;-452;0;1;0;4;26/02/2015
27151;475900;3816.053243525;0;0.11713615023474;0;-470;0;1;0;4;16/03/2015
27151;495500;3973.2178654478;0;0.1631455399061;0;-528;0;1;0;4;13/05/2015
27151;495500;3973.2178654478;0;0.1631455399061;0;-572;0;1;0;4;26/06/2015
27151;495500;3973.2178654478;0;0.1631455399061;0;-606;0;1;0;4;30/07/2015
27151;426000;3415.9249458744;0;0;0;-17;0;1;0;4;18/12/2013
27151;420000;3367.8133269185;0.25;-0.014084507042254;1;-123;0.25;0.75;1;3;03/04/2014
27151;420000;3367.8133269185;0.25;-0.014084507042254;1;-243;0.25;0.75;1;3;01/08/2014
27151;463000;3712.6132627696;1;0.086854460093897;4;-291;1;0;4;0;18/09/2014
27151;471500;3780.7713896239;1;0.10680751173709;4;-355;1;0;4;0;21/11/2014
27151;483700;3878.5983481677;0.25;0.13544600938967;1;-403;0.25;0.75;1;3;08/01/2015
27151;424900;3407.1044823992;0.25;-0.0025821596244131;1;-452;0.25;0.75;1;3;26/02/2015
27151;475900;3816.053243525;0.25;0.11713615023474;1;-470;0.25;0.75;1;3;16/03/2015
27151;495500;3973.2178654478;0.25;0.1631455399061;1;-528;0.25;0.75;1;3;13/05/2015
27151;495500;3973.2178654478;0.25;0.1631455399061;1;-572;0.25;0.75;1;3;26/06/2015
27151;495500;3973.2178654478;0.25;0.1631455399061;1;-606;0.25;0.75;1;3;30/07/2015
27152;754000;4292.6273840023;0.1875;0;3;-17;0.1875;0.8125;3;13;18/12/2013
27152;864000;4918.8727583262;0.1875;0.14588859416446;3;-123;0.1875;0.8125;3;13;03/04/2014
27152;864000;4918.8727583262;0.375;0.14588859416446;6;-243;0.375;0.625;6;10;01/08/2014
27152;864000;4918.8727583262;0.25;0.14588859416446;4;-291;0.25;0.75;4;12;18/09/2014
27152;865000;4924.5658980928;0.25;0.14721485411141;4;-340;0.25;0.75;4;12;06/11/2014
27152;818100;4657.5576430401;0.5;0.08501326259947;8;-403;0.5;0.5;8;8;08/01/2015
27152;907800;5168.2322801025;0.5;0.20397877984085;8;-452;0.5;0.5;8;8;26/02/2015
27152;904600;5150.0142328494;0.5;0.19973474801061;8;-470;0.5;0.5;8;8;16/03/2015
27152;915100;5209.7922003985;0.5;0.21366047745358;8;-528;0.5;0.5;8;8;13/05/2015
27152;915100;5209.7922003985;0.5;0.21366047745358;8;-572;0.5;0.5;8;8;26/06/2015
27152;916600;5218.3319100484;0.5;0.21564986737401;8;-592;0.5;0.5;8;8;16/07/2015
27152;916600;5218.3319100484;0.5;0.21564986737401;8;-627;0.5;0.5;8;8;20/08/2015
27152;916600;5218.3319100484;0.5;0.21564986737401;8;-646;0.5;0.5;8;8;08/09/2015
27152;921900;5248.5055508113;0.75;0.22267904509284;12;-688;0.75;0.25;12;4;20/10/2015
27152;944500;5377.170509536;0.75;0.2526525198939;12;-710;0.75;0.25;12;4;11/11/2015
27152;930500;5297.4665528039;0.8125;0.2340848806366;13;-745;0.8125;0.1875;13;3;16/12/2015
27152;954900;5436.3791631085;0.8125;0.26644562334218;13;-807;0.8125;0.1875;13;3;16/02/2016
27152;954900;5436.3791631085;0.8125;0.26644562334218;13;-856;0.8125;0.1875;13;3;05/04/2016
27152;959000;5459.7210361514;0.75;0.27188328912467;12;-886;0.75;0.25;12;4;05/05/2016
27152;965800;5498.4343865642;0.8125;0.28090185676393;13;-920;0.8125;0.1875;13;3;08/06/2016
27152;968400;5513.2365499573;0.8125;0.28435013262599;13;-950;0.8125;0.1875;13;3;08/07/2016
27152;989000;5630.5152291489;0.8125;0.31167108753316;13;-976;0.8125;0.1875;13;3;03/08/2016
27152;996300;5672.0751494449;0.8125;0.32135278514589;13;-1018;0.8125;0.1875;13;3;14/09/2016
27152;998400;5684.0307429547;0.8125;0.32413793103448;13;-1041;0.8125;0.1875;13;3;07/10/2016
27152;1004600;5719.3282095075;0.8125;0.33236074270557;13;-1072;0.8125;0.1875;13;3;07/11/2016
27152;1004600;5719.3282095075;0.875;0.33236074270557;14;-1109;0.875;0.125;14;2;14/12/2016
27152;1078700;6141.1898662112;0.875;0.43063660477454;14;-1144;0.875;0.125;14;2;18/01/2017
27152;1079500;6145.7443780245;0.875;0.4316976127321;14;-1164;0.875;0.125;14;2;07/02/2017
27152;1086400;6185.0270424139;0.8125;0.44084880636605;13;-1194;0.8125;0.1875;13;3;09/03/2017
27152;1096000;6239.6811841731;0.875;0.45358090185676;14;-1228;0.875;0.125;14;2;12/04/2017
27152;1100000;6262.4537432394;0.8125;0.45888594164456;13;-1263;0.8125;0.1875;13;3;17/05/2017
27152;1104000;6285.2263023057;0.875;0.46419098143236;14;-1282;0.875;0.125;14;2;05/06/2017
27152;1111000;6325.0782806718;0.875;0.47347480106101;14;-1324;0.875;0.125;14;2;17/07/2017
27152;1120000;6376.316538571;0.875;0.48541114058355;14;-1348;0.875;0.125;14;2;10/08/2017
27152;1120000;6376.316538571;0.875;0.48541114058355;14;-1381;0.875;0.125;14;2;12/09/2017
27152;1120000;6376.316538571;0.8125;0.48541114058355;13;-1467;0.8125;0.1875;13;3;07/12/2017
27152;1150000;6547.1107315685;0.875;0.52519893899204;14;-1619;0.875;0.125;14;2;08/05/2018
27152;1150000;6547.1107315685;0.9375;0.52519893899204;15;-1676;0.9375;0.0625;15;1;04/07/2018
27152;582000;4153.8790949968;0.1875;0;6;-17;0.1875;0.8125;6;26;18/12/2013
27152;686539;4900;0.25;0.17962027491409;8;-123;0.25;0.75;8;24;03/04/2014
27152;686539;4900;0.3125;0.17962027491409;10;-243;0.3125;0.6875;10;22;01/08/2014
27152;686539;4900;0.1563;0.17962027491409;5;-291;0.1563;0.8438;5;27;18/09/2014
27152;687000;4903.2902719292;0.1563;0.18041237113402;5;-340;0.1563;0.8438;5;27;06/11/2014
27152;634550;4528.9415459282;0.0625;0.090292096219931;2;-403;0.0625;0.9375;2;30;08/01/2015
27152;651600;4650.6316465634;0.0625;0.11958762886598;2;-452;0.0625;0.9375;2;30;26/02/2015
27152;705100;5032.4744843337;0.0625;0.21151202749141;2;-470;0.0625;0.9375;2;30;16/03/2015
27152;714200;5097.4234530012;0.2188;0.22714776632302;7;-528;0.2188;0.7813;7;25;13/05/2015
27152;714200;5097.4234530012;0.2188;0.22714776632302;7;-572;0.2188;0.7813;7;25;26/06/2015
27152;717300;5119.548925844;0.2188;0.23247422680412;7;-592;0.2188;0.7813;7;25;16/07/2015
27152;717300;5119.548925844;0.5;0.23247422680412;16;-627;0.5;0.5;16;16;20/08/2015
27152;717300;5119.548925844;0.5;0.23247422680412;16;-646;0.5;0.5;16;16;08/09/2015
27152;721700;5150.9528227821;0.4063;0.24003436426117;13;-688;0.4063;0.5938;13;19;20/10/2015
27152;739100;5275.1409606738;0.4063;0.26993127147766;13;-710;0.4063;0.5938;13;19;11/11/2015
27152;739700;5279.4233102562;0.4375;0.27096219931271;14;-745;0.4375;0.5625;14;18;16/12/2015
27152;747300;5333.6664049675;0.4688;0.2840206185567;15;-807;0.4688;0.5313;15;17;16/02/2016
27152;747300;5333.6664049675;0.4375;0.2840206185567;14;-856;0.4375;0.5625;14;18;05/04/2016
27152;754500;5385.0545999572;0.4688;0.29639175257732;15;-886;0.4688;0.5313;15;17;05/05/2016
27152;752000;5367.2114766969;0.5938;0.29209621993127;19;-920;0.5938;0.4063;19;13;08/06/2016
27152;754000;5381.4859753051;0.6563;0.29553264604811;21;-950;0.6563;0.3438;21;11;08/07/2016
27152;791600;5649.84654914;0.6563;0.36013745704467;21;-976;0.6563;0.3438;21;11;03/08/2016
27152;803400;5734.0660909286;0.7188;0.38041237113402;23;-1018;0.7188;0.2813;23;9;14/09/2016
27152;805000;5745.4856898151;0.6563;0.38316151202749;21;-1041;0.6563;0.3438;21;11;07/10/2016
27152;810000;5781.1719363357;0.6875;0.39175257731959;22;-1072;0.6875;0.3125;22;10;07/11/2016
27152;810000;5781.1719363357;0.75;0.39175257731959;24;-1109;0.75;0.25;24;8;14/12/2016
27152;815400;5819.713082578;0.75;0.40103092783505;24;-1144;0.75;0.25;24;8;18/01/2017
27152;819300;5847.548354864;0.7813;0.40773195876289;25;-1164;0.7813;0.2188;25;7;07/02/2017
27152;824500;5884.6620512454;0.75;0.41666666666667;24;-1194;0.75;0.25;24;8;09/03/2017
27152;832000;5938.1914210263;0.7813;0.42955326460481;25;-1228;0.7813;0.2188;25;7;12/04/2017
27152;839000;5988.1521661552;0.75;0.44158075601375;24;-1263;0.75;0.25;24;8;17/05/2017
27152;842000;6009.5639140675;0.7813;0.446735395189;25;-1282;0.7813;0.2188;25;7;05/06/2017
27152;843000;6016.7011633716;0.7813;0.44845360824742;25;-1324;0.7813;0.2188;25;7;17/07/2017
27152;848000;6052.3874098922;0.7813;0.45704467353952;25;-1348;0.7813;0.2188;25;7;10/08/2017
27152;850000;6066.6619085005;0.75;0.46048109965636;24;-1381;0.75;0.25;24;8;12/09/2017
27152;850000;6066.6619085005;0.7813;0.46048109965636;25;-1467;0.7813;0.2188;25;7;07/12/2017
27152;880000;6280.779387624;0.875;0.51202749140893;28;-1619;0.875;0.125;28;4;08/05/2018
27152;880000;6280.779387624;0.875;0.51202749140893;28;-1676;0.875;0.125;28;4;04/07/2018
27152;582000;4153.8790949968;0.2188;0;7;-17;0.2188;0.7813;7;25;18/12/2013
27152;686539;4900;0.2813;0.17962027491409;9;-123;0.2813;0.7188;9;23;03/04/2014
27152;686539;4900;0.3125;0.17962027491409;10;-243;0.3125;0.6875;10;22;01/08/2014
27152;686539;4900;0.1563;0.17962027491409;5;-291;0.1563;0.8438;5;27;18/09/2014
27152;687000;4903.2902719292;0.1563;0.18041237113402;5;-340;0.1563;0.8438;5;27;06/11/2014
27152;634550;4528.9415459282;0.0938;0.090292096219931;3;-403;0.0938;0.9063;3;29;08/01/2015
27152;651600;4650.6316465634;0.0938;0.11958762886598;3;-452;0.0938;0.9063;3;29;26/02/2015
27152;705100;5032.4744843337;0.0938;0.21151202749141;3;-470;0.0938;0.9063;3;29;16/03/2015
27152;714200;5097.4234530012;0.25;0.22714776632302;8;-528;0.25;0.75;8;24;13/05/2015
27152;714200;5097.4234530012;0.25;0.22714776632302;8;-572;0.25;0.75;8;24;26/06/2015
27152;717300;5119.548925844;0.2188;0.23247422680412;7;-592;0.2188;0.7813;7;25;16/07/2015
27152;717300;5119.548925844;0.5;0.23247422680412;16;-627;0.5;0.5;16;16;20/08/2015
27152;717300;5119.548925844;0.5313;0.23247422680412;17;-646;0.5313;0.4688;17;15;08/09/2015
27152;721700;5150.9528227821;0.4063;0.24003436426117;13;-688;0.4063;0.5938;13;19;20/10/2015
27152;739100;5275.1409606738;0.4063;0.26993127147766;13;-710;0.4063;0.5938;13;19;11/11/2015
27152;739700;5279.4233102562;0.4375;0.27096219931271;14;-745;0.4375;0.5625;14;18;16/12/2015
27152;747300;5333.6664049675;0.5;0.2840206185567;16;-807;0.5;0.5;16;16;16/02/2016
27152;747300;5333.6664049675;0.4688;0.2840206185567;15;-856;0.4688;0.5313;15;17;05/04/2016
27152;754500;5385.0545999572;0.5;0.29639175257732;16;-886;0.5;0.5;16;16;05/05/2016
27152;752000;5367.2114766969;0.625;0.29209621993127;20;-920;0.625;0.375;20;12;08/06/2016
27152;754000;5381.4859753051;0.6563;0.29553264604811;21;-950;0.6563;0.3438;21;11;08/07/2016
27152;791600;5649.84654914;0.6875;0.36013745704467;22;-976;0.6875;0.3125;22;10;03/08/2016
27152;803400;5734.0660909286;0.7188;0.38041237113402;23;-1018;0.7188;0.2813;23;9;14/09/2016
27152;805000;5745.4856898151;0.6563;0.38316151202749;21;-1041;0.6563;0.3438;21;11;07/10/2016
27152;810000;5781.1719363357;0.7188;0.39175257731959;23;-1072;0.7188;0.2813;23;9;07/11/2016
27152;810000;5781.1719363357;0.75;0.39175257731959;24;-1109;0.75;0.25;24;8;14/12/2016
27152;815400;5819.713082578;0.7813;0.40103092783505;25;-1144;0.7813;0.2188;25;7;18/01/2017
27152;819300;5847.548354864;0.7813;0.40773195876289;25;-1164;0.7813;0.2188;25;7;07/02/2017
27152;824500;5884.6620512454;0.75;0.41666666666667;24;-1194;0.75;0.25;24;8;09/03/2017
27152;832000;5938.1914210263;0.7813;0.42955326460481;25;-1228;0.7813;0.2188;25;7;12/04/2017
27152;839000;5988.1521661552;0.75;0.44158075601375;24;-1263;0.75;0.25;24;8;17/05/2017
27152;842000;6009.5639140675;0.8125;0.446735395189;26;-1282;0.8125;0.1875;26;6;05/06/2017
27152;843000;6016.7011633716;0.7813;0.44845360824742;25;-1324;0.7813;0.2188;25;7;17/07/2017
27152;848000;6052.3874098922;0.8125;0.45704467353952;26;-1348;0.8125;0.1875;26;6;10/08/2017
27152;850000;6066.6619085005;0.75;0.46048109965636;24;-1381;0.75;0.25;24;8;12/09/2017
27152;850000;6066.6619085005;0.7813;0.46048109965636;25;-1467;0.7813;0.2188;25;7;07/12/2017
27152;880000;6280.779387624;0.875;0.51202749140893;28;-1619;0.875;0.125;28;4;08/05/2018
27152;880000;6280.779387624;0.875;0.51202749140893;28;-1676;0.875;0.125;28;4;04/07/2018
27152;754000;4292.6273840023;0.1875;0;3;-17;0.1875;0.8125;3;13;18/12/2013
27152;864000;4918.8727583262;0.1875;0.14588859416446;3;-123;0.1875;0.8125;3;13;03/04/2014
27152;864000;4918.8727583262;0.375;0.14588859416446;6;-243;0.375;0.625;6;10;01/08/2014
27152;864000;4918.8727583262;0.25;0.14588859416446;4;-291;0.25;0.75;4;12;18/09/2014
27152;865000;4924.5658980928;0.3125;0.14721485411141;5;-340;0.3125;0.6875;5;11;06/11/2014
27152;818100;4657.5576430401;0.5;0.08501326259947;8;-403;0.5;0.5;8;8;08/01/2015
27152;907800;5168.2322801025;0.5;0.20397877984085;8;-452;0.5;0.5;8;8;26/02/2015
27152;904600;5150.0142328494;0.5625;0.19973474801061;9;-470;0.5625;0.4375;9;7;16/03/2015
27152;915100;5209.7922003985;0.5;0.21366047745358;8;-528;0.5;0.5;8;8;13/05/2015
27152;915100;5209.7922003985;0.5;0.21366047745358;8;-572;0.5;0.5;8;8;26/06/2015
27152;916600;5218.3319100484;0.5;0.21564986737401;8;-592;0.5;0.5;8;8;16/07/2015
27152;916600;5218.3319100484;0.5;0.21564986737401;8;-627;0.5;0.5;8;8;20/08/2015
27152;916600;5218.3319100484;0.5625;0.21564986737401;9;-646;0.5625;0.4375;9;7;08/09/2015
27152;921900;5248.5055508113;0.8125;0.22267904509284;13;-688;0.8125;0.1875;13;3;20/10/2015
27152;944500;5377.170509536;0.8125;0.2526525198939;13;-710;0.8125;0.1875;13;3;11/11/2015
27152;930500;5297.4665528039;0.875;0.2340848806366;14;-745;0.875;0.125;14;2;16/12/2015
27152;954900;5436.3791631085;0.8125;0.26644562334218;13;-807;0.8125;0.1875;13;3;16/02/2016
27152;954900;5436.3791631085;0.8125;0.26644562334218;13;-856;0.8125;0.1875;13;3;05/04/2016
27152;959000;5459.7210361514;0.8125;0.27188328912467;13;-886;0.8125;0.1875;13;3;05/05/2016
27152;965800;5498.4343865642;0.8125;0.28090185676393;13;-920;0.8125;0.1875;13;3;08/06/2016
27152;968400;5513.2365499573;0.8125;0.28435013262599;13;-950;0.8125;0.1875;13;3;08/07/2016
27152;989000;5630.5152291489;0.875;0.31167108753316;14;-976;0.875;0.125;14;2;03/08/2016
27152;996300;5672.0751494449;0.8125;0.32135278514589;13;-1018;0.8125;0.1875;13;3;14/09/2016
27152;998400;5684.0307429547;0.8125;0.32413793103448;13;-1041;0.8125;0.1875;13;3;07/10/2016
27152;1004600;5719.3282095075;0.8125;0.33236074270557;13;-1072;0.8125;0.1875;13;3;07/11/2016
27152;1004600;5719.3282095075;0.875;0.33236074270557;14;-1109;0.875;0.125;14;2;14/12/2016
27152;1078700;6141.1898662112;0.875;0.43063660477454;14;-1144;0.875;0.125;14;2;18/01/2017
27152;1079500;6145.7443780245;0.875;0.4316976127321;14;-1164;0.875;0.125;14;2;07/02/2017
27152;1086400;6185.0270424139;0.875;0.44084880636605;14;-1194;0.875;0.125;14;2;09/03/2017
27152;1096000;6239.6811841731;0.875;0.45358090185676;14;-1228;0.875;0.125;14;2;12/04/2017
27152;1100000;6262.4537432394;0.875;0.45888594164456;14;-1263;0.875;0.125;14;2;17/05/2017
27152;1104000;6285.2263023057;0.875;0.46419098143236;14;-1282;0.875;0.125;14;2;05/06/2017
27152;1111000;6325.0782806718;0.9375;0.47347480106101;15;-1324;0.9375;0.0625;15;1;17/07/2017
27152;1120000;6376.316538571;0.9375;0.48541114058355;15;-1348;0.9375;0.0625;15;1;10/08/2017
27152;1120000;6376.316538571;0.875;0.48541114058355;14;-1381;0.875;0.125;14;2;12/09/2017
27152;1120000;6376.316538571;0.875;0.48541114058355;14;-1467;0.875;0.125;14;2;07/12/2017
27152;1150000;6547.1107315685;0.9375;0.52519893899204;15;-1619;0.9375;0.0625;15;1;08/05/2018
27152;1150000;6547.1107315685;0.9375;0.52519893899204;15;-1676;0.9375;0.0625;15;1;04/07/2018
27204;149136;3139.7052631579;0.2031;0;13;-16;0.2031;0.7969;13;51;17/12/2013
27204;186795;3932.5263157895;0.2656;0.25251448342453;17;-114;0.2656;0.7344;17;47;25/03/2014
27204;187300;3943.1578947368;0.3125;0.25590065443622;20;-222;0.3125;0.6875;20;44;11/07/2014
27204;158900;3345.2631578947;0.4063;0.065470443085506;26;-264;0.4063;0.5938;26;38;22/08/2014
27204;158900;3345.2631578947;0.4063;0.065470443085506;26;-290;0.4063;0.5938;26;38;17/09/2014
27204;168000;3536.8421052632;0.5313;0.12648857418732;34;-346;0.5313;0.4688;34;30;12/11/2014
27204;168000;3536.8421052632;0.5469;0.12648857418732;35;-413;0.5469;0.4531;35;29;18/01/2015
27204;168000;3536.8421052632;0.5781;0.12648857418732;37;-474;0.5781;0.4219;37;27;20/03/2015
27204;170000;3578.9473684211;0.5781;0.13989915245145;37;-529;0.5781;0.4219;37;27;14/05/2015
27204;170000;3578.9473684211;0.5781;0.13989915245145;37;-572;0.5781;0.4219;37;27;26/06/2015
27204;170000;3578.9473684211;0.5938;0.13989915245145;38;-603;0.5938;0.4063;38;26;27/07/2015
27204;170000;3578.9473684211;0.625;0.13989915245145;40;-648;0.625;0.375;40;24;10/09/2015
27204;174000;3663.1578947368;0.6563;0.16672030897972;42;-683;0.6563;0.3438;42;22;15/10/2015
27204;176000;3705.2631578947;0.7031;0.18013088724386;45;-722;0.7031;0.2969;45;19;23/11/2015
27204;176000;3705.2631578947;0.7344;0.18013088724386;47;-752;0.7344;0.2656;47;17;23/12/2015
27204;176000;3705.2631578947;0.7344;0.18013088724386;47;-764;0.7344;0.2656;47;17;04/01/2016
27204;176000;3705.2631578947;0.7656;0.18013088724386;49;-848;0.7656;0.2344;49;15;28/03/2016
27204;176000;3705.2631578947;0.7813;0.18013088724386;50;-877;0.7813;0.2188;50;14;26/04/2016
27204;176000;3705.2631578947;0.7813;0.18013088724386;50;-918;0.7813;0.2188;50;14;06/06/2016
27204;176000;3705.2631578947;0.8125;0.18013088724386;52;-969;0.8125;0.1875;52;12;27/07/2016
27204;176000;3705.2631578947;0.8281;0.18013088724386;53;-974;0.8281;0.1719;53;11;01/08/2016
27204;176000;3705.2631578947;0.8281;0.18013088724386;53;-1037;0.8281;0.1719;53;11;03/10/2016
27204;180000;3789.4736842105;0.875;0.20695204377213;56;-1095;0.875;0.125;56;8;30/11/2016
27204;180000;3789.4736842105;0.875;0.20695204377213;56;-1097;0.875;0.125;56;8;02/12/2016
27204;180000;3789.4736842105;0.875;0.20695204377213;56;-1158;0.875;0.125;56;8;01/02/2017
27204;180000;3789.4736842105;0.875;0.20695204377213;56;-1201;0.875;0.125;56;8;16/03/2017
27204;180000;3789.4736842105;0.875;0.20695204377213;56;-1236;0.875;0.125;56;8;20/04/2017
27204;180000;3789.4736842105;0.8906;0.20695204377213;57;-1263;0.8906;0.1094;57;7;17/05/2017
27204;180000;3789.4736842105;0.9531;0.20695204377213;61;-1328;0.9531;0.0469;61;3;21/07/2017
27204;180000;3789.4736842105;0.9219;0.20695204377213;59;-1467;0.9219;0.0781;59;5;07/12/2017
27204;185000;3894.7368421053;0.9375;0.24047848943246;60;-1569;0.9375;0.0625;60;4;19/03/2018
27204;190000;4000;0.9688;0.2740049350928;62;-1614;0.9688;0.0313;62;2;03/05/2018
27204;180000;3789.4736842105;0.9531;0.20695204377213;61;-1704;0.9531;0.0469;61;3;01/08/2018
27204;149136;3139.7052631579;0.2031;0;13;-16;0.2031;0.7969;13;51;17/12/2013
